CIS	CISLabel	BN	BNlabel	NIMED	UCD13	CISLabel_processed
CIS64494476	SANDOSTATINE L.P. 10 mg, poudre et solvant pour suspension injectable	http://www.romedi.fr/romedi/BNvdntph3tclufum8q2s1gmaca6ajpthh4	SANDOSTATINE	15919	3400892783819	sandostatine l.p. 10 mg, poudre et solvant pour suspension injectable
CIS69869122	SANDOSTATINE L.P. 20 mg, poudre et solvant pour suspension injectable	http://www.romedi.fr/romedi/BNvdntph3tclufum8q2s1gmaca6ajpthh4	SANDOSTATINE	15849	3400892783987	sandostatine l.p. 20 mg, poudre et solvant pour suspension injectable
CIS65490897	SIROCTID 0,05 mg/ml, solution injectable ou solution à diluer pour perfusion en seringue préremplie	http://www.romedi.fr/romedi/BNhqbtenfgbea3hohg6fkjb2faisdmsvdr	SIROCTID	25717	3400893649916	siroctid 0,05 mg/ml, solution injectable ou solution a diluer pour perfusion en seringue preremplie
CIS69161760	OCTREOTIDE HOSPIRA 100 microgrammes/1 ml, solution injectable	http://www.romedi.fr/romedi/BN98o86bspb06vbguq7bjegjiqkujcrsts	OCTREOTIDE	24127	3400893325254	octreotide hospira 100 microgrammes/1 ml, solution injectable
CIS66306542	OCTREOTIDE ARROW 500 microgrammes/1 ml, solution injectable	http://www.romedi.fr/romedi/BN98o86bspb06vbguq7bjegjiqkujcrsts	OCTREOTIDE	27417	3400893804872	octreotide arrow 500 microgrammes/1 ml, solution injectable
CIS65245613	OCTREOTIDE ARROW 100 microgrammes/1 ml, solution injectable	http://www.romedi.fr/romedi/BN98o86bspb06vbguq7bjegjiqkujcrsts	OCTREOTIDE	27420	3400893804933	octreotide arrow 100 microgrammes/1 ml, solution injectable
CIS64369088	OCTREOTIDE TEVA LP 30 mg, poudre et solvant pour suspension injectable à libération prolongée	http://www.romedi.fr/romedi/BN98o86bspb06vbguq7bjegjiqkujcrsts	OCTREOTIDE	33505	3400894511120	octreotide teva lp 30 mg, poudre et solvant pour suspension injectable a liberation prolongee
CIS64494476	SANDOSTATINE L.P. 10 mg, poudre et solvant pour suspension injectable	http://www.romedi.fr/romedi/BNvdntph3tclufum8q2s1gmaca6ajpthh4	SANDOSTATINE	31866	3400894334279	sandostatine l.p. 10 mg, poudre et solvant pour suspension injectable
CIS69869122	SANDOSTATINE L.P. 20 mg, poudre et solvant pour suspension injectable	http://www.romedi.fr/romedi/BNvdntph3tclufum8q2s1gmaca6ajpthh4	SANDOSTATINE	31867	3400894334330	sandostatine l.p. 20 mg, poudre et solvant pour suspension injectable
CIS62909137	PARIET 20 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/BN9k0019er188nlmsf673f7sq4egr07he3	PARIET	12138	3400892132754	pariet 20 mg, comprime gastro-resistant
CIS61724146	PARIET 20 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/BN9k0019er188nlmsf673f7sq4egr07he3	PARIET	28762	3400893364635	pariet 20 mg, comprime gastro-resistant
CIS60443801	RABEPRAZOLE ALMUS 20 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/BN19rt6ctpvqf1jnt9voh3q31eref3l94d	RABEPRAZOLE	28814	3400893907580	rabeprazole almus 20 mg, comprime gastro-resistant
CIS60494895	RABEPRAZOLE ALTER 20 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/BN19rt6ctpvqf1jnt9voh3q31eref3l94d	RABEPRAZOLE	29065	3400894102540	rabeprazole alter 20 mg, comprime gastro-resistant
CIS61212982	RABEPRAZOLE RANBAXY 10 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/BN19rt6ctpvqf1jnt9voh3q31eref3l94d	RABEPRAZOLE	30892	3400893917695	rabeprazole ranbaxy 10 mg, comprime gastro-resistant
CIS61305034	RABEPRAZOLE RANBAXY 20 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/BN19rt6ctpvqf1jnt9voh3q31eref3l94d	RABEPRAZOLE	27735	3400893917756	rabeprazole ranbaxy 20 mg, comprime gastro-resistant
CIS61438974	RABEPRAZOLE ZENTIVA 10 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/BN19rt6ctpvqf1jnt9voh3q31eref3l94d	RABEPRAZOLE	26855	3400893885956	rabeprazole zentiva 10 mg, comprime gastro-resistant
CIS61805185	RABEPRAZOLE TEVA 10 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/BN19rt6ctpvqf1jnt9voh3q31eref3l94d	RABEPRAZOLE	26863	3400893657379	rabeprazole teva 10 mg, comprime gastro-resistant
CIS62134839	RABEPRAZOLE BIOGARAN 10 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/BN19rt6ctpvqf1jnt9voh3q31eref3l94d	RABEPRAZOLE	27357	3400893706558	rabeprazole biogaran 10 mg, comprime gastro-resistant
CIS62135510	RABEPRAZOLE MYLAN PHARMA 10 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/BN19rt6ctpvqf1jnt9voh3q31eref3l94d	RABEPRAZOLE	27213	3400893904459	rabeprazole mylan pharma 10 mg, comprime gastro-resistant
CIS62880365	RABEPRAZOLE EVOLUGEN 20 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/BN19rt6ctpvqf1jnt9voh3q31eref3l94d	RABEPRAZOLE	28646	3400893895481	rabeprazole evolugen 20 mg, comprime gastro-resistant
CIS62984887	RABEPRAZOLE EG LABO 20 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/BN19rt6ctpvqf1jnt9voh3q31eref3l94d	RABEPRAZOLE	27271	3400893912034	rabeprazole eg labo 20 mg, comprime gastro-resistant
CIS63212397	RABEPRAZOLE CRISTERS 10 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/BN19rt6ctpvqf1jnt9voh3q31eref3l94d	RABEPRAZOLE	29871	3400893900666	rabeprazole cristers 10 mg, comprime gastro-resistant
CIS63449026	RABEPRAZOLE ZYDUS 10 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/BN19rt6ctpvqf1jnt9voh3q31eref3l94d	RABEPRAZOLE	29869	3400893883365	rabeprazole zydus 10 mg, comprime gastro-resistant
CIS63965740	RABEPRAZOLE ARROW GENERIQUES 10 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/BN19rt6ctpvqf1jnt9voh3q31eref3l94d	RABEPRAZOLE	27405	3400893853788	rabeprazole arrow generiques 10 mg, comprime gastro-resistant
CIS63835526	PARIET 10 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/BN9k0019er188nlmsf673f7sq4egr07he3	PARIET	28761	3400893743287	pariet 10 mg, comprime gastro-resistant
CIS64080062	RABEPRAZOLE EG LABO 10 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/BN19rt6ctpvqf1jnt9voh3q31eref3l94d	RABEPRAZOLE	27214	3400893911952	rabeprazole eg labo 10 mg, comprime gastro-resistant
CIS64095833	PARIET 10 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/BN9k0019er188nlmsf673f7sq4egr07he3	PARIET	28760	3400893778067	pariet 10 mg, comprime gastro-resistant
CIS66035518	PARIET 10 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/BN9k0019er188nlmsf673f7sq4egr07he3	PARIET	12137	3400892170893	pariet 10 mg, comprime gastro-resistant
CIS64546663	RABEPRAZOLE KRKA 20 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/BN19rt6ctpvqf1jnt9voh3q31eref3l94d	RABEPRAZOLE	29773	3400893657089	rabeprazole krka 20 mg, comprime gastro-resistant
CIS64710550	RABEPRAZOLE KRKA 10 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/BN19rt6ctpvqf1jnt9voh3q31eref3l94d	RABEPRAZOLE	29772	3400893656839	rabeprazole krka 10 mg, comprime gastro-resistant
CIS66477810	RABEPRAZOLE TEVA 20 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/BN19rt6ctpvqf1jnt9voh3q31eref3l94d	RABEPRAZOLE	26897	3400893657430	rabeprazole teva 20 mg, comprime gastro-resistant
CIS68644051	PARIET 20 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/BN9k0019er188nlmsf673f7sq4egr07he3	PARIET	28763	3400893418956	pariet 20 mg, comprime gastro-resistant
CIS64397778	RABEPRAZOLE ALMUS 10 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/BN19rt6ctpvqf1jnt9voh3q31eref3l94d	RABEPRAZOLE	27170	3400893907412	rabeprazole almus 10 mg, comprime gastro-resistant
CIS65031278	RABEPRAZOLE ZENTIVA 20 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/BN19rt6ctpvqf1jnt9voh3q31eref3l94d	RABEPRAZOLE	26856	3400893886038	rabeprazole zentiva 20 mg, comprime gastro-resistant
CIS65092797	RABEPRAZOLE PHR LAB 10 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/BN19rt6ctpvqf1jnt9voh3q31eref3l94d	RABEPRAZOLE	26938	3400893885666	rabeprazole phr lab 10 mg, comprime gastro-resistant
CIS65232587	RABEPRAZOLE PHR LAB 20 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/BN19rt6ctpvqf1jnt9voh3q31eref3l94d	RABEPRAZOLE	26939	3400893885437	rabeprazole phr lab 20 mg, comprime gastro-resistant
CIS65622968	RABEPRAZOLE MYLAN PHARMA 20 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/BN19rt6ctpvqf1jnt9voh3q31eref3l94d	RABEPRAZOLE	27212	3400893904510	rabeprazole mylan pharma 20 mg, comprime gastro-resistant
CIS65777648	RABEPRAZOLE SANDOZ 20 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/BN19rt6ctpvqf1jnt9voh3q31eref3l94d	RABEPRAZOLE	26854	3400893706848	rabeprazole sandoz 20 mg, comprime gastro-resistant
CIS66123498	RABEPRAZOLE ARROW GENERIQUES 20 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/BN19rt6ctpvqf1jnt9voh3q31eref3l94d	RABEPRAZOLE	27408	3400893853849	rabeprazole arrow generiques 20 mg, comprime gastro-resistant
CIS66387117	RABEPRAZOLE BIOGARAN 20 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/BN19rt6ctpvqf1jnt9voh3q31eref3l94d	RABEPRAZOLE	27358	3400893706619	rabeprazole biogaran 20 mg, comprime gastro-resistant
CIS66416661	RABEPRAZOLE ARROW 10 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/BN19rt6ctpvqf1jnt9voh3q31eref3l94d	RABEPRAZOLE	29184	3400894070399	rabeprazole arrow 10 mg, comprime gastro-resistant
CIS66787677	RABEPRAZOLE MYLAN GENERIQUES 10 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/BN19rt6ctpvqf1jnt9voh3q31eref3l94d	RABEPRAZOLE	28074	3400894004394	rabeprazole mylan generiques 10 mg, comprime gastro-resistant
CIS67804179	RABEPRAZOLE RATIO 20 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/BN19rt6ctpvqf1jnt9voh3q31eref3l94d	RABEPRAZOLE	27009	3400893885895	rabeprazole ratio 20 mg, comprime gastro-resistant
CIS65336041	RABEPRAZOLE ALTER 10 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/BN19rt6ctpvqf1jnt9voh3q31eref3l94d	RABEPRAZOLE	29064	3400894102489	rabeprazole alter 10 mg, comprime gastro-resistant
CIS68832021	RABEPRAZOLE CRISTERS 20 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/BN19rt6ctpvqf1jnt9voh3q31eref3l94d	RABEPRAZOLE	29872	3400893900727	rabeprazole cristers 20 mg, comprime gastro-resistant
CIS69649119	RABEPRAZOLE ARROW 20 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/BN19rt6ctpvqf1jnt9voh3q31eref3l94d	RABEPRAZOLE	29201	3400894070450	rabeprazole arrow 20 mg, comprime gastro-resistant
CIS66787677	RABEPRAZOLE MYLAN GENERIQUES 10 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/BN19rt6ctpvqf1jnt9voh3q31eref3l94d	RABEPRAZOLE	33068	3400894473176	rabeprazole mylan generiques 10 mg, comprime gastro-resistant
CIS60485234	ZOVIRAX 500 mg, poudre pour solution injectable (IV)	http://www.romedi.fr/romedi/BNludi2anjbh55tsfnbqn74vmajsaittop	ZOVIRAX	8141	3400891636727	zovirax 500 mg, poudre pour solution injectable (iv)
CIS60618154	ZOVIRAX 800 mg/10 ml, suspension buvable en flacon	http://www.romedi.fr/romedi/BNludi2anjbh55tsfnbqn74vmajsaittop	ZOVIRAX	8778	3400891707328	zovirax 800 mg/10 ml, suspension buvable en flacon
CIS63761595	ZOVIRAX 3 %, pommade ophtalmique	http://www.romedi.fr/romedi/BNludi2anjbh55tsfnbqn74vmajsaittop	ZOVIRAX	4595	3400891021271	zovirax 3 %, pommade ophtalmique
CIS60111197	ACICLOVIR ARROW 800 mg, comprimé	http://www.romedi.fr/romedi/BN2bjg70120pl5ro64c80rutqtdpvl491f	ACICLOVIR	14904	3400892641140	aciclovir arrow 800 mg, comprime
CIS60126377	ACICLOVIR MYLAN 5 %, crème	http://www.romedi.fr/romedi/BN2bjg70120pl5ro64c80rutqtdpvl491f	ACICLOVIR	22773	3400892478487	aciclovir mylan 5 %, creme
CIS60311803	ACICLOVIR TEVA 5 %, crème	http://www.romedi.fr/romedi/BN2bjg70120pl5ro64c80rutqtdpvl491f	ACICLOVIR	14560	3400892566818	aciclovir teva 5 %, creme
CIS60418673	ACICLOVIR EG 200 mg, comprimé	http://www.romedi.fr/romedi/BN2bjg70120pl5ro64c80rutqtdpvl491f	ACICLOVIR	13957	3400892343723	aciclovir eg 200 mg, comprime
CIS60890745	ACICLOVIR MYLAN 500 mg, poudre pour solution injectable (IV)	http://www.romedi.fr/romedi/BN2bjg70120pl5ro64c80rutqtdpvl491f	ACICLOVIR	11940	3400892066486	aciclovir mylan 500 mg, poudre pour solution injectable (iv)
CIS62485208	ACICLOVIR BIOGARAN 200 mg, comprimé	http://www.romedi.fr/romedi/BN2bjg70120pl5ro64c80rutqtdpvl491f	ACICLOVIR	11827	3400892126203	aciclovir biogaran 200 mg, comprime
CIS62566877	ACICLOVIR SANDOZ 200 mg, comprimé	http://www.romedi.fr/romedi/BN2bjg70120pl5ro64c80rutqtdpvl491f	ACICLOVIR	11582	3400892637068	aciclovir sandoz 200 mg, comprime
CIS62891447	ACICLOVIR EG 5 POUR CENT, crème	http://www.romedi.fr/romedi/BN2bjg70120pl5ro64c80rutqtdpvl491f	ACICLOVIR	13958	3400892117218	aciclovir eg 5 pour cent, creme
CIS60964409	ACICLOVIR ZENTIVA 800 mg, comprimé	http://www.romedi.fr/romedi/BN2bjg70120pl5ro64c80rutqtdpvl491f	ACICLOVIR	23533	3400893016190	aciclovir zentiva 800 mg, comprime
CIS65123812	ZOVIRAX 250 mg, poudre pour solution injectable (IV)	http://www.romedi.fr/romedi/BNludi2anjbh55tsfnbqn74vmajsaittop	ZOVIRAX	5253	3400891021103	zovirax 250 mg, poudre pour solution injectable (iv)
CIS68670676	ZOVIRAX 200 mg, comprimé	http://www.romedi.fr/romedi/BNludi2anjbh55tsfnbqn74vmajsaittop	ZOVIRAX	6484	3400891039313	zovirax 200 mg, comprime
CIS65069229	ZOVIRAX 5 %, crème	http://www.romedi.fr/romedi/BNludi2anjbh55tsfnbqn74vmajsaittop	ZOVIRAX	84	3400891209358	zovirax 5 %, creme
CIS65391283	ZOVIRAX 800 mg, comprimé	http://www.romedi.fr/romedi/BNludi2anjbh55tsfnbqn74vmajsaittop	ZOVIRAX	8777	3400891707267	zovirax 800 mg, comprime
CIS67260521	ACICLOVIR MYLAN 800 mg, comprimé	http://www.romedi.fr/romedi/BN2bjg70120pl5ro64c80rutqtdpvl491f	ACICLOVIR	11302	3400892032078	aciclovir mylan 800 mg, comprime
CIS67720806	ACICLOVIR MYLAN 200 mg, comprimé	http://www.romedi.fr/romedi/BN2bjg70120pl5ro64c80rutqtdpvl491f	ACICLOVIR	11300	3400892014449	aciclovir mylan 200 mg, comprime
CIS69258501	ACICLOVIR MYLAN 250 mg, poudre pour solution injectable (IV)	http://www.romedi.fr/romedi/BN2bjg70120pl5ro64c80rutqtdpvl491f	ACICLOVIR	11941	3400892066318	aciclovir mylan 250 mg, poudre pour solution injectable (iv)
CIS68933636	ACTIVIR 5 POUR CENT, crème	http://www.romedi.fr/romedi/BNbj9ljnbokpaftkv94n2daujkds509e9t	ACTIVIR	9940	3400891862713	activir 5 pour cent, creme
CIS68750987	ZOVIRAX 200 mg/5 ml, suspension buvable en flacon	http://www.romedi.fr/romedi/BNludi2anjbh55tsfnbqn74vmajsaittop	ZOVIRAX	8783	3400891707038	zovirax 200 mg/5 ml, suspension buvable en flacon
CIS64776881	ACICLOVIR EG 800 mg, comprimé	http://www.romedi.fr/romedi/BN2bjg70120pl5ro64c80rutqtdpvl491f	ACICLOVIR	13959	3400892343891	aciclovir eg 800 mg, comprime
CIS67363642	ACICLOVIR ARROW 5 %, crème	http://www.romedi.fr/romedi/BN2bjg70120pl5ro64c80rutqtdpvl491f	ACICLOVIR	14642	3400892482910	aciclovir arrow 5 %, creme
CIS68303445	ACICLOVIR BIOGARAN 5 %, crème	http://www.romedi.fr/romedi/BN2bjg70120pl5ro64c80rutqtdpvl491f	ACICLOVIR	14641	3400892484631	aciclovir biogaran 5 %, creme
CIS68560639	ACICLOVIR TEVA 200 mg, comprimé	http://www.romedi.fr/romedi/BN2bjg70120pl5ro64c80rutqtdpvl491f	ACICLOVIR	22706	3400892443249	aciclovir teva 200 mg, comprime
CIS68888917	ACICLOVIR ARROW 200 mg, comprimé	http://www.romedi.fr/romedi/BN2bjg70120pl5ro64c80rutqtdpvl491f	ACICLOVIR	13956	3400892416793	aciclovir arrow 200 mg, comprime
CIS68933636	ACTIVIR 5 POUR CENT, crème	http://www.romedi.fr/romedi/BNbj9ljnbokpaftkv94n2daujkds509e9t	ACTIVIR	12441	3400892173276	activir 5 pour cent, creme
CIS68623395	ACICLOVIR ARROW LAB 200 mg, comprimé	http://www.romedi.fr/romedi/BN2bjg70120pl5ro64c80rutqtdpvl491f	ACICLOVIR	23463	3400892999869	aciclovir arrow lab 200 mg, comprime
CIS68887509	ACICLOVIR SANDOZ 5 %, crème	http://www.romedi.fr/romedi/BN2bjg70120pl5ro64c80rutqtdpvl491f	ACICLOVIR	14467	3400892687735	aciclovir sandoz 5 %, creme
CIS69540696	ACICLOVIR MYLAN PHARMA 5 %, crème	http://www.romedi.fr/romedi/BN2bjg70120pl5ro64c80rutqtdpvl491f	ACICLOVIR	22834	3400892660769	aciclovir mylan pharma 5 %, creme
CIS61109911	DAFALGAN CODEINE, comprimé effervescent sécable	http://www.romedi.fr/romedi/BNtoo5cg08srdpl8i8lhk8nmlsj12vcdpf	DAFALGAN CODEINE	1163	3400891288711	dafalgan codeine, comprime effervescent secable
CIS61644230	PRONTALGINE, comprimé	http://www.romedi.fr/romedi/BNsu65d44cubdq3qif731r2vtf4d22oeof	PRONTALGINE	1653	3400890761345	prontalgine, comprime
CIS60327615	ZALDIAR 37,5 mg/325 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNkn6oa0s5n3ue27ironbihhb5ictehhje	ZALDIAR	14270	3400892394060	zaldiar 37,5 mg/325 mg, comprime pellicule
CIS61137241	IXPRIM 37,5 mg/325 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNqp9cthd5at9h8csh6ppq0ra4c92rp057	IXPRIM	15169	3400892472454	ixprim 37,5 mg/325 mg, comprime pellicule
CIS62110311	KLIPAL CODEINE 300 mg/25 mg, comprimé	http://www.romedi.fr/romedi/BNfrn5c603do43eci0nt6urtc5bk5s4qe2	KLIPAL CODEINE	13834	3400892342603	klipal codeine 300 mg/25 mg, comprime
CIS61730170	PARACETAMOL CODEINE SANDOZ 500 mg/30 mg, comprimé effervescent sécable	http://www.romedi.fr/romedi/BNr241jd2ks3q3869ijloh5d0d3cv8jrb3	PARACETAMOL CODEINE	22894	3400892732770	paracetamol codeine sandoz 500 mg/30 mg, comprime effervescent secable
CIS61784054	PARACETAMOL CODEINE ARROW 400 mg/20 mg, comprimé sécable	http://www.romedi.fr/romedi/BNr241jd2ks3q3869ijloh5d0d3cv8jrb3	PARACETAMOL CODEINE	14196	3400892378213	paracetamol codeine arrow 400 mg/20 mg, comprime secable
CIS61943097	PARACETAMOL CODEINE TEVA 500 mg/30 mg, comprimé effervescent sécable	http://www.romedi.fr/romedi/BNr241jd2ks3q3869ijloh5d0d3cv8jrb3	PARACETAMOL CODEINE	14707	3400892508917	paracetamol codeine teva 500 mg/30 mg, comprime effervescent secable
CIS62541023	PARACETAMOL CODEINE EG 500 mg/30 mg, comprimé effervescent sécable	http://www.romedi.fr/romedi/BNr241jd2ks3q3869ijloh5d0d3cv8jrb3	PARACETAMOL CODEINE	14617	3400892612164	paracetamol codeine eg 500 mg/30 mg, comprime effervescent secable
CIS62771825	PARACETAMOL CODEINE ARROW 500 mg/30 mg, comprimé effervescent sécable	http://www.romedi.fr/romedi/BNr241jd2ks3q3869ijloh5d0d3cv8jrb3	PARACETAMOL CODEINE	14626	3400892600628	paracetamol codeine arrow 500 mg/30 mg, comprime effervescent secable
CIS64168434	DOLIPRANE CODEINE 400 mg/20 mg, comprimé sécable	http://www.romedi.fr/romedi/BN2g0km5ficg7j2gohrl73u4mvuj7mugq5	DOLIPRANE CODEINE	11775	3400892057842	doliprane codeine 400 mg/20 mg, comprime secable
CIS60365078	IXPRIM 37,5 mg/325 mg, comprimé effervescent	http://www.romedi.fr/romedi/BNqp9cthd5at9h8csh6ppq0ra4c92rp057	IXPRIM	21850	3400893314548	ixprim 37,5 mg/325 mg, comprime effervescent
CIS63192215	ZALDIAR 37,5 mg/325 mg, comprimé effervescent	http://www.romedi.fr/romedi/BNkn6oa0s5n3ue27ironbihhb5ictehhje	ZALDIAR	22511	3400893365007	zaldiar 37,5 mg/325 mg, comprime effervescent
CIS60904643	CODOLIPRANE 500 mg/30 mg, comprimé	http://www.romedi.fr/romedi/BNtpsps8na4ertc0eia7rk2tvblgg61o9q	CODOLIPRANE	27860	3400893936047	codoliprane 500 mg/30 mg, comprime
CIS61697158	FLUSTIMEX, poudre pour solution buvable en sachet	http://www.romedi.fr/romedi/BNa59j6ebe1aulv6jgkaqv0ckk2nhhsf9f	FLUSTIMEX	32612	3400893966204	flustimex, poudre pour solution buvable en sachet
CIS61227411	TRAMADOL/PARACETAMOL MYLAN PHARMA 37,5 mg/325 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNhmk03140ul29899njntsd561cjncbhef	TRAMADOL/PARACETAMOL	27109	3400893899335	tramadol/paracetamol mylan pharma 37,5 mg/325 mg, comprime pellicule
CIS61305080	TRAMADOL/PARACETAMOL BIPHAR 37,5 mg/325 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNhmk03140ul29899njntsd561cjncbhef	TRAMADOL/PARACETAMOL	28276	3400894033899	tramadol/paracetamol biphar 37,5 mg/325 mg, comprime pellicule
CIS61331851	TRAMADOL/PARACETAMOL BIOGARAN 37,5 mg/325 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNhmk03140ul29899njntsd561cjncbhef	TRAMADOL/PARACETAMOL	27206	3400893912263	tramadol/paracetamol biogaran 37,5 mg/325 mg, comprime pellicule
CIS62351650	CODOLIPRANE 500 mg/30 mg, comprimé effervescent sécable	http://www.romedi.fr/romedi/BNtpsps8na4ertc0eia7rk2tvblgg61o9q	CODOLIPRANE	26699	3400893858004	codoliprane 500 mg/30 mg, comprime effervescent secable
CIS60396465	TRAMADOL/PARACETAMOL BGR 37,5 mg/325 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNhmk03140ul29899njntsd561cjncbhef	TRAMADOL/PARACETAMOL	31937	3400894286912	tramadol/paracetamol bgr 37,5 mg/325 mg, comprime pellicule
CIS60009573	PARACETAMOL/CODEINE TEVA 500 mg/30 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNr241jd2ks3q3869ijloh5d0d3cv8jrb3	PARACETAMOL CODEINE	33134	3400894511878	paracetamol/codeine teva 500 mg/30 mg, comprime pellicule
CIS62049552	CODOLIPRANE 500 mg/30 mg, gélule	http://www.romedi.fr/romedi/BNtpsps8na4ertc0eia7rk2tvblgg61o9q	CODOLIPRANE	32314	3400894235415	codoliprane 500 mg/30 mg, gelule
CIS65322262	ALGISEDAL, comprimé	http://www.romedi.fr/romedi/BN1r6e1gh8hmaq4duqq9q4ulvllfpcc1o7	ALGISEDAL	7702	3400890026215	algisedal, comprime
CIS65284993	MIGRALGINE, gélule	http://www.romedi.fr/romedi/BNbf87j2fgt71oj7r4e5g4s7ou6ljgmvj8	MIGRALGINE	11603	3400890590068	migralgine, gelule
CIS69329731	FERVEX ETAT GRIPPAL PARACETAMOL/VITAMINE C/PHENIRAMINE ADULTES, granulés pour solution buvable en sachet	http://www.romedi.fr/romedi/BNi4jk3k40tbbh3ka7oij23h7sib3jah5d	FERVEX ETAT GRIPPAL	2177	3400890347792	fervex etat grippal paracetamol/vitamine c/pheniramine adultes, granules pour solution buvable en sachet
CIS64380679	COQUELUSEDAL PARACETAMOL 500 mg, suppositoire	http://www.romedi.fr/romedi/BN1tt2eftrvdboaasrt0dsitj2slqgnklq	COQUELUSEDAL PARACETAMOL	1422	3400891224207	coquelusedal paracetamol 500 mg, suppositoire
CIS66003374	DAFALGAN CODEINE, comprimé pelliculé	http://www.romedi.fr/romedi/BNtoo5cg08srdpl8i8lhk8nmlsj12vcdpf	DAFALGAN CODEINE	3820	3400891479287	dafalgan codeine, comprime pellicule
CIS64406362	CODOLIPRANE ADULTES 400 mg/20 mg, comprimé sécable	http://www.romedi.fr/romedi/BNtpsps8na4ertc0eia7rk2tvblgg61o9q	CODOLIPRANE	3419	3400891297874	codoliprane adultes 400 mg/20 mg, comprime secable
CIS68457482	LINDILANE 400 mg/25 mg, comprimé	http://www.romedi.fr/romedi/BNq5knakd2ck9t78u0l6m4e03a2k4hkuhg	LINDILANE	7086	3400891361841	lindilane 400 mg/25 mg, comprime
