diseaseUri	CIS	CISLabel	CISLabel_processed
Q1338684	CIS64406362	CODOLIPRANE ADULTES 400 mg/20 mg, comprimé sécable	codoliprane adultes 400 mg/20 mg, comprime secable
Q1338684	CIS68457482	LINDILANE 400 mg/25 mg, comprimé	lindilane 400 mg/25 mg, comprime
Q1338684	CIS69722236	KLIPAL CODEINE 600 mg/50 mg, comprimé	klipal codeine 600 mg/50 mg, comprime
Q1338684	CIS69928332	ACTIFED RHUME, comprimé	actifed rhume, comprime
Q1338684	CIS69549916	PARACETAMOL CODEINE MYLAN 500 mg/30 mg, comprimé effervescent sécable	paracetamol codeine mylan 500 mg/30 mg, comprime effervescent secable
Q1338684	CIS69355295	PARACETAMOL CODEINE BIOGARAN 500 mg/30 mg, comprimé effervescent sécable	paracetamol codeine biogaran 500 mg/30 mg, comprime effervescent secable
Q1338684	CIS67806479	PARACETAMOL CODEINE CRISTERS 500 mg/30 mg, comprimé effervescent sécable	paracetamol codeine cristers 500 mg/30 mg, comprime effervescent secable
Q1338684	CIS64656227	TRAMADOL/PARACETAMOL ARROW GENERIQUES 37,5 mg/325 mg, comprimé pelliculé	tramadol/paracetamol arrow generiques 37,5 mg/325 mg, comprime pellicule
Q1338684	CIS67698690	TRAMADOL/PARACETAMOL MYLAN GENERIQUES 37,5 mg/325 mg, comprimé pelliculé	tramadol/paracetamol mylan generiques 37,5 mg/325 mg, comprime pellicule
Q1338684	CIS69995434	TRAMADOL/PARACETAMOL ARROW 37,5 mg/325 mg, comprimé effervescent	tramadol/paracetamol arrow 37,5 mg/325 mg, comprime effervescent
Q1338684	CIS64707814	TRAMADOL/PARACETAMOL ARROW LAB 37,5 mg/325 mg, comprimé pelliculé	tramadol/paracetamol arrow lab 37,5 mg/325 mg, comprime pellicule
Q848662	CIS61950444	LOGIMAX 5 mg/47,5 mg, comprimé pelliculé à libération prolongée	logimax 5 mg/47,5 mg, comprime pellicule a liberation prolongee
Q848662	CIS62391673	LOGROTON, comprimé pelliculé sécable	logroton, comprime pellicule secable
Q848662	CIS62837759	METOPROLOL SANDOZ 100 mg, comprimé	metoprolol sandoz 100 mg, comprime
Q848662	CIS60927791	METOPROLOL ACCORD 50 mg, comprimé	metoprolol accord 50 mg, comprime
Q848662	CIS67211976	LOPRESSOR 100 mg, comprimé pelliculé sécable	lopressor 100 mg, comprime pellicule secable
Q848662	CIS68679426	SELOKEN L P 200 mg, comprimé à libération prolongée	seloken l p 200 mg, comprime a liberation prolongee
Q848662	CIS69376930	LOPRESSOR L.P. 200 mg, comprimé sécable à libération prolongée	lopressor l.p. 200 mg, comprime secable a liberation prolongee
Q848662	CIS66459997	METOPROLOL RANBAXY 100 mg, comprimé sécable	metoprolol ranbaxy 100 mg, comprime secable
Q848662	CIS68179830	SELOKEN 100 mg, comprimé sécable	seloken 100 mg, comprime secable
Q848662	CIS64354570	SELOZOK L.P. 23,75 mg, comprimé pelliculé sécable à libération prolongée	selozok l.p. 23,75 mg, comprime pellicule secable a liberation prolongee
Q848662	CIS65340488	SELOZOK L.P. 95 mg, comprimé pelliculé à libération prolongée	selozok l.p. 95 mg, comprime pellicule a liberation prolongee
Q848662	CIS68428420	SELOZOK L.P. 190 mg, comprimé pelliculé à libération prolongée	selozok l.p. 190 mg, comprime pellicule a liberation prolongee
Q848662	CIS64930518	METOPROLOL SANDOZ 50 mg, comprimé	metoprolol sandoz 50 mg, comprime
Q848662	CIS66721022	METOPROLOL ARROW 100 mg, comprimé sécable	metoprolol arrow 100 mg, comprime secable
Q848662	CIS68743715	METOPROLOL ACCORD 100 mg, comprimé sécable	metoprolol accord 100 mg, comprime secable
Q848662	CIS62305927	CORDARONE 150 mg/3 ml, solution injectable en ampoule (IV)	cordarone 150 mg/3 ml, solution injectable en ampoule (iv)
Q848662	CIS60441622	AMIODARONE MYLAN 200 mg, comprimé sécable	amiodarone mylan 200 mg, comprime secable
Q848662	CIS60514006	AMIODARONE ARROW 200 mg, comprimé sécable	amiodarone arrow 200 mg, comprime secable
Q848662	CIS60932824	AMIODARONE TEVA 200 mg, comprimé sécable	amiodarone teva 200 mg, comprime secable
Q848662	CIS62603432	AMIODARONE SANDOZ 200 mg, comprimé sécable	amiodarone sandoz 200 mg, comprime secable
Q848662	CIS62703614	AMIODARONE ZENTIVA 200 mg, comprimé sécable	amiodarone zentiva 200 mg, comprime secable
Q848662	CIS63897346	AMIODARONE AGUETTANT 50 mg/ml, solution injectable (I.V.)	amiodarone aguettant 50 mg/ml, solution injectable (i.v.)
Q848662	CIS60662396	CORDARONE 200 mg, comprimé sécable	cordarone 200 mg, comprime secable
Q848662	CIS64408662	CORDARONE 200 mg, comprimé sécable	cordarone 200 mg, comprime secable
Q848662	CIS64820751	AMIODARONE EG 200 mg, comprimé sécable	amiodarone eg 200 mg, comprime secable
Q848662	CIS65089349	AMIODARONE ALTER 200 mg, comprimé sécable	amiodarone alter 200 mg, comprime secable
Q848662	CIS67745624	AMIODARONE BIOGARAN 200 mg, comprimé sécable	amiodarone biogaran 200 mg, comprime secable
Q848662	CIS69364999	AMIODARONE ALMUS 200 mg, comprimé sécable	amiodarone almus 200 mg, comprime secable
Q848662	CIS69078001	AMIODARONE ACTAVIS 200 mg, comprimé sécable	amiodarone actavis 200 mg, comprime secable
Q848662	CIS68973926	CORDARONE 200 mg, comprimé sécable	cordarone 200 mg, comprime secable
Q954625	CIS61376519	SANDIMMUN 100 mg, capsule molle	sandimmun 100 mg, capsule molle
Q954625	CIS62935801	SANDIMMUN 50 mg/ml, solution à diluer pour perfusion	sandimmun 50 mg/ml, solution a diluer pour perfusion
Q954625	CIS63094408	NEORAL 10 mg, capsule molle	neoral 10 mg, capsule molle
Q954625	CIS66612514	SANDIMMUN 100 mg/ml, solution buvable	sandimmun 100 mg/ml, solution buvable
Q954625	CIS64938212	SANDIMMUN 25 mg, capsule molle	sandimmun 25 mg, capsule molle
Q954625	CIS65217418	SANDIMMUN 50 mg, capsule molle	sandimmun 50 mg, capsule molle
Q954625	CIS64620722	NEORAL 25 mg, capsule molle	neoral 25 mg, capsule molle
Q954625	CIS65922428	NEORAL 100 mg/ml, solution buvable	neoral 100 mg/ml, solution buvable
Q954625	CIS65981679	NEORAL 50 mg, capsule molle	neoral 50 mg, capsule molle
Q954625	CIS67194943	NEORAL 100 mg, capsule molle	neoral 100 mg, capsule molle
Q954625	CIS65881230	IKERVIS 1 mg/ml, collyre en émulsion	ikervis 1 mg/ml, collyre en emulsion
Q1194520	CIS61376519	SANDIMMUN 100 mg, capsule molle	sandimmun 100 mg, capsule molle
Q1194520	CIS62935801	SANDIMMUN 50 mg/ml, solution à diluer pour perfusion	sandimmun 50 mg/ml, solution a diluer pour perfusion
Q1194520	CIS63094408	NEORAL 10 mg, capsule molle	neoral 10 mg, capsule molle
Q1194520	CIS66612514	SANDIMMUN 100 mg/ml, solution buvable	sandimmun 100 mg/ml, solution buvable
Q1194520	CIS64938212	SANDIMMUN 25 mg, capsule molle	sandimmun 25 mg, capsule molle
Q1194520	CIS65217418	SANDIMMUN 50 mg, capsule molle	sandimmun 50 mg, capsule molle
Q1194520	CIS64620722	NEORAL 25 mg, capsule molle	neoral 25 mg, capsule molle
Q1194520	CIS65922428	NEORAL 100 mg/ml, solution buvable	neoral 100 mg/ml, solution buvable
Q1194520	CIS65981679	NEORAL 50 mg, capsule molle	neoral 50 mg, capsule molle
Q1194520	CIS67194943	NEORAL 100 mg, capsule molle	neoral 100 mg, capsule molle
Q1194520	CIS65881230	IKERVIS 1 mg/ml, collyre en émulsion	ikervis 1 mg/ml, collyre en emulsion
Q939261	CIS61096983	ERYFLUID, lotion	eryfluid, lotion
Q939261	CIS61160254	PEDIAZOLE, granulés pour sirop en flacon	pediazole, granules pour sirop en flacon
Q939261	CIS62856453	ERYTHROMYCINE BAILLEUL 4 %, solution pour application cutanée	erythromycine bailleul 4 %, solution pour application cutanee
Q939261	CIS62936337	ERY ENFANTS 250 mg, granulés en sachet	ery enfants 250 mg, granules en sachet
Q939261	CIS61572941	ERY 500 mg, comprimé	ery 500 mg, comprime
Q939261	CIS63485296	ERYTHROCINE 0,5 g, lyophilisat pour usage parentéral (IV)	erythrocine 0,5 g, lyophilisat pour usage parenteral (iv)
Q939261	CIS61381765	ERYLIK, gel pour application cutanée	erylik, gel pour application cutanee
Q939261	CIS65122863	ERYTHROCINE 500 mg, granulés pour solution buvable en sachet-dose	erythrocine 500 mg, granules pour solution buvable en sachet-dose
Q939261	CIS66448374	ERYTHROCINE 500 mg, comprimé pelliculé	erythrocine 500 mg, comprime pellicule
Q939261	CIS65256289	ERYTHROGEL 4 %, gel pour application cutanée	erythrogel 4 %, gel pour application cutanee
Q939261	CIS65371633	ERY NOURRISSONS 125 mg, granulés en sachet	ery nourrissons 125 mg, granules en sachet
Q939261	CIS68802989	ERYTHROCINE 1000 mg, granulés pour solution buvable en sachet-dose	erythrocine 1000 mg, granules pour solution buvable en sachet-dose
Q939261	CIS64620665	ERYTHROCINE 1 g I.V., lyophilisat pour préparation injectable	erythrocine 1 g i.v., lyophilisat pour preparation injectable
Q939261	CIS67821659	ERYACNE 4 POUR CENT, solution pour application cutanée	eryacne 4 pour cent, solution pour application cutanee
Q939261	CIS66826009	EGERY, microgranules gastro-résistants en gélule	egery, microgranules gastro-resistants en gelule
Q939261	CIS68664794	ERYTHROMYCINE PANPHARMA 500 mg, poudre pour solution à diluer pour perfusion	erythromycine panpharma 500 mg, poudre pour solution a diluer pour perfusion
Q939261	CIS69820901	ERYTHROMYCINE PANPHARMA 1 g, poudre pour solution à diluer pour perfusion	erythromycine panpharma 1 g, poudre pour solution a diluer pour perfusion
Q189331	CIS60291795	ONCTOSE, crème	onctose, creme
Q189331	CIS61459178	XYLOCAINE 20 mg/ml ADRENALINE 0,005 mg/ml, solution injectable	xylocaine 20 mg/ml adrenaline 0,005 mg/ml, solution injectable
Q189331	CIS60181733	XYLOCAINE 10 mg/ml SANS CONSERVATEUR, solution injectable	xylocaine 10 mg/ml sans conservateur, solution injectable
Q189331	CIS60822018	XYLOCAINE 5 POUR CENT NEBULISEUR, solution pour pulvérisation buccale	xylocaine 5 pour cent nebuliseur, solution pour pulverisation buccale
Q189331	CIS61165034	TITANOREINE A LA LIDOCAINE 2 POUR CENT, crème	titanoreine a la lidocaine 2 pour cent, creme
Q189331	CIS61100093	XYLOCARD 50 mg/ml, solution injectable pour perfusion	xylocard 50 mg/ml, solution injectable pour perfusion
Q189331	CIS60639248	XYLOCAINE VISQUEUSE 2 POUR CENT, gel oral	xylocaine visqueuse 2 pour cent, gel oral
Q189331	CIS61751079	XYLOCAINE 20 mg/ml SANS CONSERVATEUR, solution injectable	xylocaine 20 mg/ml sans conservateur, solution injectable
Q189331	CIS62545178	XYLOCAINE 5 POUR CENT A LA NAPHAZOLINE, solution pour application muqueuse	xylocaine 5 pour cent a la naphazoline, solution pour application muqueuse
Q189331	CIS60945259	XYLOCAINE 5 mg/ml SANS CONSERVATEUR, solution injectable	xylocaine 5 mg/ml sans conservateur, solution injectable
Q189331	CIS61995489	COLLUDOL, solution pour pulvérisation buccale en flacon pressurisé	colludol, solution pour pulverisation buccale en flacon pressurise
Q189331	CIS64228123	CIRKAN A LA PREDNACINOLONE, suppositoire	cirkan a la prednacinolone, suppositoire
Q189331	CIS63572616	MESOCAINE 50 mg/5 ml, solution injectable	mesocaine 50 mg/5 ml, solution injectable
Q189331	CIS63396602	EMLA 5 POUR CENT, crème	emla 5 pour cent, creme
Q189331	CIS60007960	AFTAGEL, gel buccal	aftagel, gel buccal
Q189331	CIS62686809	INSTILLAGEL, gel urétral en seringue préremplie	instillagel, gel uretral en seringue preremplie
Q189331	CIS63085761	LIDOCAINE/PRILOCAINE AGUETTANT 5 %, crème	lidocaine/prilocaine aguettant 5 %, creme
Q189331	CIS63794766	ANESDERM 5 %, crème	anesderm 5 %, creme
Q189331	CIS64088867	XOGEL ADULTE, gel gingival	xogel adulte, gel gingival
Q189331	CIS60647444	LIDOCAINE/PRILOCAINE AGUETTANT 5 %, pansement adhésif cutané	lidocaine/prilocaine aguettant 5 %, pansement adhesif cutane
Q189331	CIS62227058	LIDOCAÏNE 10 mg/ml ADRENALINE 0,005 mg/ml AGUETTANT, solution injectable	lidocaine 10 mg/ml adrenaline 0,005 mg/ml aguettant, solution injectable
Q189331	CIS60533348	LIDOCAÏNE 20 mg/ml ADRENALINE 0,005 mg/ml AGUETTANT, solution injectable	lidocaine 20 mg/ml adrenaline 0,005 mg/ml aguettant, solution injectable
Q189331	CIS68039248	PANOTILE, solution pour instillation auriculaire	panotile, solution pour instillation auriculaire
Q189331	CIS62793992	LIDOCAÏNE KABI 10 mg/mL, solution injectable	lidocaine kabi 10 mg/ml, solution injectable
Q189331	CIS69668703	OTIPAX, solution pour instillation auriculaire	otipax, solution pour instillation auriculaire
Q189331	CIS68649778	XYLOCAINE 10 mg/ml ADRENALINE 0,005 mg/ml, solution injectable	xylocaine 10 mg/ml adrenaline 0,005 mg/ml, solution injectable
Q189331	CIS69669723	OSMOGEL, gel pour application locale	osmogel, gel pour application locale
Q189331	CIS67458460	EMLAPATCH 5 POUR CENT, pansement adhésif cutané	emlapatch 5 pour cent, pansement adhesif cutane
Q189331	CIS65551161	LIDOCAINE 20 mg/mL ADRENALINE 0,0125 mg/mL AGUETTANT, solution injectable	lidocaine 20 mg/ml adrenaline 0,0125 mg/ml aguettant, solution injectable
Q189331	CIS66290522	LIDOCAINE AGUETTANT 20 mg/ml SANS CONSERVATEUR, solution injectable	lidocaine aguettant 20 mg/ml sans conservateur, solution injectable
Q189331	CIS68029058	DYNEXAN 2 %, crème buccale	dynexan 2 %, creme buccale
Q189331	CIS68001023	LIDOCAINE AGUETTANT 10 mg/ml SANS CONSERVATEUR, solution injectable	lidocaine aguettant 10 mg/ml sans conservateur, solution injectable
Q189331	CIS68139273	STREPSILS LIDOCAINE, pastille	strepsils lidocaine, pastille
Q189331	CIS69490204	LIDOCAINE 10 mg/mL ADRENALINE 0,0100 mg/mL AGUETTANT, solution injectable	lidocaine 10 mg/ml adrenaline 0,0100 mg/ml aguettant, solution injectable
Q189331	CIS69190947	LIDOCAINE AGUETTANT 5 POUR CENT, solution pour pulverisation buccale	lidocaine aguettant 5 pour cent, solution pour pulverisation buccale
Q189331	CIS69937299	LIDOCAINE AGUETTANT 5 mg/ml SANS CONSERVATEUR, solution injectable	lidocaine aguettant 5 mg/ml sans conservateur, solution injectable
Q189331	CIS65528593	XYLOCARD 20 mg/ml INTRAVEINEUX, solution injectable	xylocard 20 mg/ml intraveineux, solution injectable
Q189331	CIS65538840	VERSATIS 5 %, emplâtre médicamenteux	versatis 5 %, emplatre medicamenteux
Q189331	CIS66652284	XYLOCAINE 2 %, gel urétral en seringue préremplie	xylocaine 2 %, gel uretral en seringue preremplie
Q189331	CIS67326964	LIDOCAÏNE GRÜNENTHAL 5 %, emplâtre médicamenteux	lidocaine grunenthal 5 %, emplatre medicamenteux
Q189331	CIS65151893	LIDOCAINE/PRILOCAINE BIOGARAN 5 %, pansement adhésif cutané	lidocaine/prilocaine biogaran 5 %, pansement adhesif cutane
Q189331	CIS69589818	DYNEXANGIVAL 1%, crème buccale	dynexangival 1%, creme buccale
Q189331	CIS67973040	LIDOCAÏNE/PRILOCAÏNE TEVA 5 %, crème	lidocaine/prilocaine teva 5 %, creme
Q486485	CIS61547571	LASILIX SPECIAL 500 mg, comprimé sécable	lasilix special 500 mg, comprime secable
Q486485	CIS61337509	FUROSEMIDE BIOGARAN 40 mg, comprimé sécable	furosemide biogaran 40 mg, comprime secable
Q486485	CIS63736250	LASILIX 10 mg/ml, solution buvable	lasilix 10 mg/ml, solution buvable
Q486485	CIS63921217	FUROSEMIDE BIOGARAN 20 mg, comprimé	furosemide biogaran 20 mg, comprime
Q486485	CIS63824615	LOGIRENE, comprimé sécable	logirene, comprime secable
Q486485	CIS60192594	FUROSEMIDE ARROW 40 mg, comprimé sécable	furosemide arrow 40 mg, comprime secable
Q486485	CIS61003267	FUROSEMIDE LAVOISIER 20 mg/2 ml, solution injectable (IM-IV)	furosemide lavoisier 20 mg/2 ml, solution injectable (im-iv)
Q486485	CIS61673890	FUROSEMIDE MYLAN 20 mg, comprimé sécable	furosemide mylan 20 mg, comprime secable
Q486485	CIS61763619	FUROSEMIDE TEVA 40 mg, comprimé sécable	furosemide teva 40 mg, comprime secable
Q486485	CIS62499439	FUROSEMIDE ZENTIVA 20 mg, comprimé sécable	furosemide zentiva 20 mg, comprime secable
Q486485	CIS63076303	FUROSEMIDE EG 40 mg, comprimé sécable	furosemide eg 40 mg, comprime secable
Q486485	CIS62435116	FUROSEMIDE ZENTIVA 500 mg, comprimé sécable	furosemide zentiva 500 mg, comprime secable
Q486485	CIS67131583	LASILIX RETARD 60 mg, gélule	lasilix retard 60 mg, gelule
Q486485	CIS65606743	LASILIX 40 mg, comprimé sécable	lasilix 40 mg, comprime secable
Q486485	CIS66441419	LASILIX 20 mg/2 ml, solution injectable en ampoule	lasilix 20 mg/2 ml, solution injectable en ampoule
Q486485	CIS67537203	LASILIX SPECIAL 250 mg/25 ml, solution injectable en ampoule	lasilix special 250 mg/25 ml, solution injectable en ampoule
Q486485	CIS69304938	LASILIX FAIBLE 20 mg, comprimé	lasilix faible 20 mg, comprime
Q486485	CIS66652793	FUROSEMIDE EVOLUGEN 40 mg, comprimé sécable	furosemide evolugen 40 mg, comprime secable
Q486485	CIS67240789	FUROSEMIDE RENAUDIN 20 mg/2 ml, solution injectable (IM-IV)	furosemide renaudin 20 mg/2 ml, solution injectable (im-iv)
Q486485	CIS68888874	FUROSEMIDE RENAUDIN 250 mg/25 ml, solution injectable	furosemide renaudin 250 mg/25 ml, solution injectable
Q486485	CIS69392443	FUROSEMIDE EG 20 mg, comprimé sécable	furosemide eg 20 mg, comprime secable
Q486485	CIS65587816	FUROSEMIDE KABI 20 mg/2 ml, solution injectable	furosemide kabi 20 mg/2 ml, solution injectable
Q486485	CIS67528574	FUROSEMIDE SANDOZ 40 mg, comprimé sécable	furosemide sandoz 40 mg, comprime secable
Q486485	CIS68009803	FUROSEMIDE ARROW 20 mg, comprimé sécable	furosemide arrow 20 mg, comprime secable
Q486485	CIS69148236	FUROSEMIDE ZENTIVA 40 mg, comprimé sécable	furosemide zentiva 40 mg, comprime secable
Q486485	CIS69170784	FUROSEMIDE MYLAN 40 mg, comprimé sécable	furosemide mylan 40 mg, comprime secable
Q486485	CIS69940007	FUROSEMIDE SANDOZ 20 mg, comprimé sécable	furosemide sandoz 20 mg, comprime secable
Q486485	CIS64270535	FUROSEMIDE TEVA 500 mg, comprimé sécable	furosemide teva 500 mg, comprime secable
Q486485	CIS66951557	FUROSEMIDE ZYDUS 40 mg, comprimé sécable	furosemide zydus 40 mg, comprime secable
Q486485	CIS65449480	FUROSEMIDE ACCORD 20 mg/2 ml, solution injectable	furosemide accord 20 mg/2 ml, solution injectable
Q1467339	CIS68696386	LIPUR 450 mg, comprimé pelliculé	lipur 450 mg, comprime pellicule
Q1506572	CIS63245753	COUMADINE 5 mg, comprimé sécable	coumadine 5 mg, comprime secable
Q1506572	CIS64631925	COUMADINE 2 mg, comprimé sécable	coumadine 2 mg, comprime secable
Q1506572	CIS68364117	COUMADINE 5 mg, comprimé sécable	coumadine 5 mg, comprime secable
Q486485	CIS60021127	SPIRONOLACTONE MYLAN 75 mg, comprimé pelliculé	spironolactone mylan 75 mg, comprime pellicule
Q486485	CIS61457558	SPIRONOLACTONE PFIZER 50 mg, comprimé sécable	spironolactone pfizer 50 mg, comprime secable
Q486485	CIS62850272	ALTIZIDE SPIRONOLACTONE RPG, comprimé	altizide spironolactone rpg, comprime
Q486485	CIS62999896	SPIRONOLACTONE RPG 75 mg, comprimé	spironolactone rpg 75 mg, comprime
Q486485	CIS63478736	SPIRONOLACTONE MICROFINE RATIOPHARM 50 mg, comprimé sécable	spironolactone microfine ratiopharm 50 mg, comprime secable
Q486485	CIS62127360	SPIRONOLACTONE ALTIZIDE ZENTIVA 25 mg/15 mg, comprimé sécable	spironolactone altizide zentiva 25 mg/15 mg, comprime secable
Q486485	CIS62038157	SPIRONOLACTONE SANDOZ 75 mg, comprimé pelliculé sécable	spironolactone sandoz 75 mg, comprime pellicule secable
Q486485	CIS62465928	SPIRONOLACTONE BIOGARAN 50 mg, comprimé sécable	spironolactone biogaran 50 mg, comprime secable
Q486485	CIS62673263	SPIRONOLACTONE PFIZER 75 mg, comprimé	spironolactone pfizer 75 mg, comprime
Q486485	CIS60464076	SPIRONOLACTONE MYLAN 25 mg, comprimé pelliculé sécable	spironolactone mylan 25 mg, comprime pellicule secable
Q486485	CIS60625921	SPIRONOLACTONE BIOGARAN 25 mg, comprimé sécable	spironolactone biogaran 25 mg, comprime secable
Q486485	CIS60734372	SPIRONOLACTONE SANDOZ 25 mg, comprimé pelliculé sécable	spironolactone sandoz 25 mg, comprime pellicule secable
Q486485	CIS61662029	SPIRONOLACTONE EG 25 mg, comprimé pelliculé sécable	spironolactone eg 25 mg, comprime pellicule secable
Q486485	CIS61938189	SPIRONOLACTONE ARROW 50 mg, comprimé pelliculé sécable	spironolactone arrow 50 mg, comprime pellicule secable
Q486485	CIS63145849	SPIRONOLACTONE ARROW 25 mg, comprimé pelliculé sécable	spironolactone arrow 25 mg, comprime pellicule secable
Q486485	CIS65662418	SPIROCTAZINE, comprimé pelliculé sécable	spiroctazine, comprime pellicule secable
Q486485	CIS67368301	ALDACTONE 50 mg, comprimé sécable	aldactone 50 mg, comprime secable
Q486485	CIS69724251	ALDACTAZINE, comprimé sécable	aldactazine, comprime secable
