CIS	CISLabel	drugClass	drugClassLabel	CISLabel_processed	drugClassLabel_processed
CIS69325747	ADRENALINE RENAUDIN 0,25 mg/ml, solution injectable en ampoule	http://www.romedi.fr/romedi/DrugClass10000	adrénaline (voie bucco-dentaire ou sous-cutanée)	adrenaline renaudin 0,25 mg/ml, solution injectable en ampoule	adrenaline (voie bucco-dentaire ou sous-cutanee)
CIS69150358	ADRENALINE AGUETTANT 1 mg/ml SANS SULFITE, solution injectable	http://www.romedi.fr/romedi/DrugClass10147	sympathomimétiques alpha et bêta (voie IM et IV)	adrenaline aguettant 1 mg/ml sans sulfite, solution injectable	sympathomimetiques alpha et beta (voie im et iv)
CIS69325747	ADRENALINE RENAUDIN 0,25 mg/ml, solution injectable en ampoule	http://www.romedi.fr/romedi/DrugClass10147	sympathomimétiques alpha et bêta (voie IM et IV)	adrenaline renaudin 0,25 mg/ml, solution injectable en ampoule	sympathomimetiques alpha et beta (voie im et iv)
CIS69553494	ADRENALINE RENAUDIN 1 mg/ml, solution injectable en ampoule	http://www.romedi.fr/romedi/DrugClass10000	adrénaline (voie bucco-dentaire ou sous-cutanée)	adrenaline renaudin 1 mg/ml, solution injectable en ampoule	adrenaline (voie bucco-dentaire ou sous-cutanee)
CIS69556177	ADRENALINE RENAUDIN 0,50 mg/ml, solution injectable	http://www.romedi.fr/romedi/DrugClass10000	adrénaline (voie bucco-dentaire ou sous-cutanée)	adrenaline renaudin 0,50 mg/ml, solution injectable	adrenaline (voie bucco-dentaire ou sous-cutanee)
CIS69553494	ADRENALINE RENAUDIN 1 mg/ml, solution injectable en ampoule	http://www.romedi.fr/romedi/DrugClass10147	sympathomimétiques alpha et bêta (voie IM et IV)	adrenaline renaudin 1 mg/ml, solution injectable en ampoule	sympathomimetiques alpha et beta (voie im et iv)
CIS69556177	ADRENALINE RENAUDIN 0,50 mg/ml, solution injectable	http://www.romedi.fr/romedi/DrugClass10147	sympathomimétiques alpha et bêta (voie IM et IV)	adrenaline renaudin 0,50 mg/ml, solution injectable	sympathomimetiques alpha et beta (voie im et iv)
CIS60420681	PERIKABIVEN, émulsion pour perfusion	http://www.romedi.fr/romedi/DrugClass10105	médicaments à l'origine d'un syndrome sérotoninergique	perikabiven, emulsion pour perfusion	medicaments a l'origine d'un syndrome serotoninergique
CIS60447372	OLICLINOMEL N 6-900 E, émulsion pour perfusion	http://www.romedi.fr/romedi/DrugClass10105	médicaments à l'origine d'un syndrome sérotoninergique	oliclinomel n 6-900 e, emulsion pour perfusion	medicaments a l'origine d'un syndrome serotoninergique
CIS61117445	CLINIMIX N9 G15 E, solution pour perfusion en poche bicompartiment	http://www.romedi.fr/romedi/DrugClass10105	médicaments à l'origine d'un syndrome sérotoninergique	clinimix n9 g15 e, solution pour perfusion en poche bicompartiment	medicaments a l'origine d'un syndrome serotoninergique
CIS61684869	PERIOLIMEL N4E, émulsion pour perfusion	http://www.romedi.fr/romedi/DrugClass10105	médicaments à l'origine d'un syndrome sérotoninergique	periolimel n4e, emulsion pour perfusion	medicaments a l'origine d'un syndrome serotoninergique
CIS62201138	OLIMEL N7E, émulsion pour perfusion	http://www.romedi.fr/romedi/DrugClass10105	médicaments à l'origine d'un syndrome sérotoninergique	olimel n7e, emulsion pour perfusion	medicaments a l'origine d'un syndrome serotoninergique
CIS62427265	SMOFKABIVEN E, émulsion pour perfusion	http://www.romedi.fr/romedi/DrugClass10105	médicaments à l'origine d'un syndrome sérotoninergique	smofkabiven e, emulsion pour perfusion	medicaments a l'origine d'un syndrome serotoninergique
CIS63337059	KABIVEN, émulsion pour perfusion	http://www.romedi.fr/romedi/DrugClass10105	médicaments à l'origine d'un syndrome sérotoninergique	kabiven, emulsion pour perfusion	medicaments a l'origine d'un syndrome serotoninergique
CIS62217480	REANUTRIFLEX OMEGA G 144/N 8/E, émulsion pour perfusion	http://www.romedi.fr/romedi/DrugClass10105	médicaments à l'origine d'un syndrome sérotoninergique	reanutriflex omega g 144/n 8/e, emulsion pour perfusion	medicaments a l'origine d'un syndrome serotoninergique
CIS67596034	OLICLINOMEL N 4-550 E, émulsion pour perfusion	http://www.romedi.fr/romedi/DrugClass10105	médicaments à l'origine d'un syndrome sérotoninergique	oliclinomel n 4-550 e, emulsion pour perfusion	medicaments a l'origine d'un syndrome serotoninergique
CIS68868590	OLICLINOMEL N7-1000 E, émulsion pour perfusion	http://www.romedi.fr/romedi/DrugClass10105	médicaments à l'origine d'un syndrome sérotoninergique	oliclinomel n7-1000 e, emulsion pour perfusion	medicaments a l'origine d'un syndrome serotoninergique
CIS65461618	NUTRINEAL PD4 A 1,1 POUR CENT D'ACIDES AMINES, solution pour dialyse péritonéale	http://www.romedi.fr/romedi/DrugClass10105	médicaments à l'origine d'un syndrome sérotoninergique	nutrineal pd4 a 1,1 pour cent d'acides amines, solution pour dialyse peritoneale	medicaments a l'origine d'un syndrome serotoninergique
CIS66067708	AMINOMIX 800 E, solution pour perfusion	http://www.romedi.fr/romedi/DrugClass10105	médicaments à l'origine d'un syndrome sérotoninergique	aminomix 800 e, solution pour perfusion	medicaments a l'origine d'un syndrome serotoninergique
CIS66286011	AMINOMIX 500 E, solution pour perfusion	http://www.romedi.fr/romedi/DrugClass10105	médicaments à l'origine d'un syndrome sérotoninergique	aminomix 500 e, solution pour perfusion	medicaments a l'origine d'un syndrome serotoninergique
CIS65418143	MEDNUTRIFLEX LIPIDE G 120/N 5,4/E, émulsion pour perfusion	http://www.romedi.fr/romedi/DrugClass10105	médicaments à l'origine d'un syndrome sérotoninergique	mednutriflex lipide g 120/n 5,4/e, emulsion pour perfusion	medicaments a l'origine d'un syndrome serotoninergique
CIS66032721	OLIMEL N9E, émulsion pour perfusion	http://www.romedi.fr/romedi/DrugClass10105	médicaments à l'origine d'un syndrome sérotoninergique	olimel n9e, emulsion pour perfusion	medicaments a l'origine d'un syndrome serotoninergique
CIS68074594	PERINUTRIFLEX LIPIDE G 64/N 4,6/E, émulsion pour perfusion	http://www.romedi.fr/romedi/DrugClass10105	médicaments à l'origine d'un syndrome sérotoninergique	perinutriflex lipide g 64/n 4,6/e, emulsion pour perfusion	medicaments a l'origine d'un syndrome serotoninergique
CIS68861083	REANUTRIFLEX LIPIDE G 144/N 8/E, émulsion pour perfusion	http://www.romedi.fr/romedi/DrugClass10105	médicaments à l'origine d'un syndrome sérotoninergique	reanutriflex lipide g 144/n 8/e, emulsion pour perfusion	medicaments a l'origine d'un syndrome serotoninergique
CIS69040082	MEDNUTRIFLEX OMEGA G 120/N 5,4/E, émulsion pour perfusion	http://www.romedi.fr/romedi/DrugClass10105	médicaments à l'origine d'un syndrome sérotoninergique	mednutriflex omega g 120/n 5,4/e, emulsion pour perfusion	medicaments a l'origine d'un syndrome serotoninergique
CIS64875819	NUMETAH G19%E, émulsion pour perfusion	http://www.romedi.fr/romedi/DrugClass10105	médicaments à l'origine d'un syndrome sérotoninergique	numetah g19%e, emulsion pour perfusion	medicaments a l'origine d'un syndrome serotoninergique
CIS69278991	NUMETAH G16%E, émulsion pour perfusion	http://www.romedi.fr/romedi/DrugClass10105	médicaments à l'origine d'un syndrome sérotoninergique	numetah g16%e, emulsion pour perfusion	medicaments a l'origine d'un syndrome serotoninergique
CIS66490117	NUMETAH G13% E PREMATURES, émulsion pour perfusion	http://www.romedi.fr/romedi/DrugClass10105	médicaments à l'origine d'un syndrome sérotoninergique	numetah g13% e prematures, emulsion pour perfusion	medicaments a l'origine d'un syndrome serotoninergique
CIS63028269	ISOBAR, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10029	antihypertenseurs sauf alpha-bloquants	isobar, comprime secable	antihypertenseurs sauf alpha-bloquants
CIS63028269	ISOBAR, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10059	diurétiques	isobar, comprime secable	diuretiques
CIS63028269	ISOBAR, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10061	diurétiques épargneurs de potassium (seuls ou associés)	isobar, comprime secable	diuretiques epargneurs de potassium (seuls ou associes)
CIS63028269	ISOBAR, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10062	diurétiques hypokaliémiants	isobar, comprime secable	diuretiques hypokaliemiants
CIS63028269	ISOBAR, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10063	diurétiques thiazidiques et apparentés	isobar, comprime secable	diuretiques thiazidiques et apparentes
CIS63028269	ISOBAR, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10082	hyperkaliémiants	isobar, comprime secable	hyperkaliemiants
CIS63028269	ISOBAR, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10084	hypokaliémiants	isobar, comprime secable	hypokaliemiants
CIS63028269	ISOBAR, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10085	hyponatrémiants	isobar, comprime secable	hyponatremiants
CIS63028269	ISOBAR, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10108	médicaments abaissant la pression artérielle	isobar, comprime secable	medicaments abaissant la pression arterielle
CIS63028269	ISOBAR, comprimé sécable	http://www.romedi.fr/romedi/DrugClass4	antihypertenseurs	isobar, comprime secable	antihypertenseurs
CIS63870751	PRESTOLE, gélule	http://www.romedi.fr/romedi/DrugClass10029	antihypertenseurs sauf alpha-bloquants	prestole, gelule	antihypertenseurs sauf alpha-bloquants
CIS63870751	PRESTOLE, gélule	http://www.romedi.fr/romedi/DrugClass10059	diurétiques	prestole, gelule	diuretiques
CIS63870751	PRESTOLE, gélule	http://www.romedi.fr/romedi/DrugClass10061	diurétiques épargneurs de potassium (seuls ou associés)	prestole, gelule	diuretiques epargneurs de potassium (seuls ou associes)
CIS63870751	PRESTOLE, gélule	http://www.romedi.fr/romedi/DrugClass10062	diurétiques hypokaliémiants	prestole, gelule	diuretiques hypokaliemiants
CIS63870751	PRESTOLE, gélule	http://www.romedi.fr/romedi/DrugClass10063	diurétiques thiazidiques et apparentés	prestole, gelule	diuretiques thiazidiques et apparentes
CIS63870751	PRESTOLE, gélule	http://www.romedi.fr/romedi/DrugClass10082	hyperkaliémiants	prestole, gelule	hyperkaliemiants
CIS63870751	PRESTOLE, gélule	http://www.romedi.fr/romedi/DrugClass10084	hypokaliémiants	prestole, gelule	hypokaliemiants
CIS63870751	PRESTOLE, gélule	http://www.romedi.fr/romedi/DrugClass10085	hyponatrémiants	prestole, gelule	hyponatremiants
CIS63870751	PRESTOLE, gélule	http://www.romedi.fr/romedi/DrugClass10108	médicaments abaissant la pression artérielle	prestole, gelule	medicaments abaissant la pression arterielle
CIS63870751	PRESTOLE, gélule	http://www.romedi.fr/romedi/DrugClass4	antihypertenseurs	prestole, gelule	antihypertenseurs
CIS61834055	BURINEX 2 mg/4 ml IV, solution injectable en ampoule	http://www.romedi.fr/romedi/DrugClass10029	antihypertenseurs sauf alpha-bloquants	burinex 2 mg/4 ml iv, solution injectable en ampoule	antihypertenseurs sauf alpha-bloquants
CIS61834055	BURINEX 2 mg/4 ml IV, solution injectable en ampoule	http://www.romedi.fr/romedi/DrugClass10059	diurétiques	burinex 2 mg/4 ml iv, solution injectable en ampoule	diuretiques
CIS61834055	BURINEX 2 mg/4 ml IV, solution injectable en ampoule	http://www.romedi.fr/romedi/DrugClass10060	diurétiques de l'anse	burinex 2 mg/4 ml iv, solution injectable en ampoule	diuretiques de l'anse
CIS61834055	BURINEX 2 mg/4 ml IV, solution injectable en ampoule	http://www.romedi.fr/romedi/DrugClass10062	diurétiques hypokaliémiants	burinex 2 mg/4 ml iv, solution injectable en ampoule	diuretiques hypokaliemiants
CIS61834055	BURINEX 2 mg/4 ml IV, solution injectable en ampoule	http://www.romedi.fr/romedi/DrugClass10084	hypokaliémiants	burinex 2 mg/4 ml iv, solution injectable en ampoule	hypokaliemiants
CIS61834055	BURINEX 2 mg/4 ml IV, solution injectable en ampoule	http://www.romedi.fr/romedi/DrugClass10085	hyponatrémiants	burinex 2 mg/4 ml iv, solution injectable en ampoule	hyponatremiants
CIS61834055	BURINEX 2 mg/4 ml IV, solution injectable en ampoule	http://www.romedi.fr/romedi/DrugClass10108	médicaments abaissant la pression artérielle	burinex 2 mg/4 ml iv, solution injectable en ampoule	medicaments abaissant la pression arterielle
CIS61834055	BURINEX 2 mg/4 ml IV, solution injectable en ampoule	http://www.romedi.fr/romedi/DrugClass10114	médicaments ototoxiques	burinex 2 mg/4 ml iv, solution injectable en ampoule	medicaments ototoxiques
CIS61834055	BURINEX 2 mg/4 ml IV, solution injectable en ampoule	http://www.romedi.fr/romedi/DrugClass4	antihypertenseurs	burinex 2 mg/4 ml iv, solution injectable en ampoule	antihypertenseurs
CIS67563415	BURINEX 5 mg, comprimé	http://www.romedi.fr/romedi/DrugClass10029	antihypertenseurs sauf alpha-bloquants	burinex 5 mg, comprime	antihypertenseurs sauf alpha-bloquants
CIS68232635	BURINEX 1 mg, comprimé	http://www.romedi.fr/romedi/DrugClass10029	antihypertenseurs sauf alpha-bloquants	burinex 1 mg, comprime	antihypertenseurs sauf alpha-bloquants
CIS67563415	BURINEX 5 mg, comprimé	http://www.romedi.fr/romedi/DrugClass10059	diurétiques	burinex 5 mg, comprime	diuretiques
CIS68232635	BURINEX 1 mg, comprimé	http://www.romedi.fr/romedi/DrugClass10059	diurétiques	burinex 1 mg, comprime	diuretiques
CIS67563415	BURINEX 5 mg, comprimé	http://www.romedi.fr/romedi/DrugClass10060	diurétiques de l'anse	burinex 5 mg, comprime	diuretiques de l'anse
CIS68232635	BURINEX 1 mg, comprimé	http://www.romedi.fr/romedi/DrugClass10060	diurétiques de l'anse	burinex 1 mg, comprime	diuretiques de l'anse
CIS67563415	BURINEX 5 mg, comprimé	http://www.romedi.fr/romedi/DrugClass10062	diurétiques hypokaliémiants	burinex 5 mg, comprime	diuretiques hypokaliemiants
CIS68232635	BURINEX 1 mg, comprimé	http://www.romedi.fr/romedi/DrugClass10062	diurétiques hypokaliémiants	burinex 1 mg, comprime	diuretiques hypokaliemiants
CIS67563415	BURINEX 5 mg, comprimé	http://www.romedi.fr/romedi/DrugClass10084	hypokaliémiants	burinex 5 mg, comprime	hypokaliemiants
CIS68232635	BURINEX 1 mg, comprimé	http://www.romedi.fr/romedi/DrugClass10084	hypokaliémiants	burinex 1 mg, comprime	hypokaliemiants
CIS67563415	BURINEX 5 mg, comprimé	http://www.romedi.fr/romedi/DrugClass10085	hyponatrémiants	burinex 5 mg, comprime	hyponatremiants
CIS68232635	BURINEX 1 mg, comprimé	http://www.romedi.fr/romedi/DrugClass10085	hyponatrémiants	burinex 1 mg, comprime	hyponatremiants
CIS67563415	BURINEX 5 mg, comprimé	http://www.romedi.fr/romedi/DrugClass10108	médicaments abaissant la pression artérielle	burinex 5 mg, comprime	medicaments abaissant la pression arterielle
CIS68232635	BURINEX 1 mg, comprimé	http://www.romedi.fr/romedi/DrugClass10108	médicaments abaissant la pression artérielle	burinex 1 mg, comprime	medicaments abaissant la pression arterielle
CIS67563415	BURINEX 5 mg, comprimé	http://www.romedi.fr/romedi/DrugClass10114	médicaments ototoxiques	burinex 5 mg, comprime	medicaments ototoxiques
CIS68232635	BURINEX 1 mg, comprimé	http://www.romedi.fr/romedi/DrugClass10114	médicaments ototoxiques	burinex 1 mg, comprime	medicaments ototoxiques
CIS67563415	BURINEX 5 mg, comprimé	http://www.romedi.fr/romedi/DrugClass4	antihypertenseurs	burinex 5 mg, comprime	antihypertenseurs
CIS68232635	BURINEX 1 mg, comprimé	http://www.romedi.fr/romedi/DrugClass4	antihypertenseurs	burinex 1 mg, comprime	antihypertenseurs
CIS63975542	THALIDOMIDE CELGENE 50 mg, gélule	http://www.romedi.fr/romedi/DrugClass10049	bradycardisants	thalidomide celgene 50 mg, gelule	bradycardisants
CIS63975542	THALIDOMIDE CELGENE 50 mg, gélule	http://www.romedi.fr/romedi/DrugClass10115	médicaments sédatifs	thalidomide celgene 50 mg, gelule	medicaments sedatifs
CIS61707595	SANDOSTATINE 500 microgrammes/1 mL, solution injectable/pour perfusion	http://www.romedi.fr/romedi/DrugClass10010	analogues de la somatostatine	sandostatine 500 microgrammes/1 ml, solution injectable/pour perfusion	analogues de la somatostatine
CIS61881699	SANDOSTATINE L.P. 30 mg, poudre et solvant pour suspension injectable	http://www.romedi.fr/romedi/DrugClass10010	analogues de la somatostatine	sandostatine l.p. 30 mg, poudre et solvant pour suspension injectable	analogues de la somatostatine
CIS62287824	OCTREOTIDE HOSPIRA 50 microgrammes/1 ml, solution injectable	http://www.romedi.fr/romedi/DrugClass10010	analogues de la somatostatine	octreotide hospira 50 microgrammes/1 ml, solution injectable	analogues de la somatostatine
CIS63127541	OCTREOTIDE HOSPIRA 500 microgrammes/1 ml, solution injectable	http://www.romedi.fr/romedi/DrugClass10010	analogues de la somatostatine	octreotide hospira 500 microgrammes/1 ml, solution injectable	analogues de la somatostatine
CIS66004031	SANDOSTATINE 100 microgrammes/1 mL, solution injectable/pour perfusion	http://www.romedi.fr/romedi/DrugClass10010	analogues de la somatostatine	sandostatine 100 microgrammes/1 ml, solution injectable/pour perfusion	analogues de la somatostatine
CIS68949551	SANDOSTATINE 50 microgrammes/1 mL, solution injectable/pour perfusion	http://www.romedi.fr/romedi/DrugClass10010	analogues de la somatostatine	sandostatine 50 microgrammes/1 ml, solution injectable/pour perfusion	analogues de la somatostatine
CIS64494476	SANDOSTATINE L.P. 10 mg, poudre et solvant pour suspension injectable	http://www.romedi.fr/romedi/DrugClass10010	analogues de la somatostatine	sandostatine l.p. 10 mg, poudre et solvant pour suspension injectable	analogues de la somatostatine
