diseaseWikidata	prefLabel	wikidata	CUI	synonyms	weight	prefLabel_processed	synonyms_processed
Q5160418	nanisme	Q194101	C0013336	nain;nanisme sai;nanisme;maladie des rabougris	1.0	nanisme	nain;nanisme sai;nanisme;maladie des rabougris
Q2076966	rétinite	Q630552	C0035333	rétinite;retinite;rétinite sai	1.0	retinite	retinite;retinite;retinite sai
Q2360849	asthénie	Q633403	n/a	n/a	0.333	asthenie	n/a
Q4097126	cellulite	Q242510	n/a	n/a	1.0	cellulite	n/a
Q4841462	faiblesse musculaire	Q270421	C0151786	faiblesse musculaire;faiblesse musculaire sai;faiblesse de muscle;faiblesse du muscle	0.167	faiblesse musculaire	faiblesse musculaire;faiblesse musculaire sai;faiblesse de muscle;faiblesse du muscle
Q55785927	faiblesse musculaire	Q270421	C0151786	faiblesse musculaire;faiblesse musculaire sai;faiblesse de muscle;faiblesse du muscle	0.167	faiblesse musculaire	faiblesse musculaire;faiblesse musculaire sai;faiblesse de muscle;faiblesse du muscle
Q93346177	faiblesse musculaire	Q270421	C0151786	faiblesse musculaire;faiblesse musculaire sai;faiblesse de muscle;faiblesse du muscle	0.167	faiblesse musculaire	faiblesse musculaire;faiblesse musculaire sai;faiblesse de muscle;faiblesse du muscle
Q56244339	rhinorrhée	Q1115038	n/a	n/a	0.5	rhinorrhee	n/a
Q55788094	fonte musculaire	Q1557686	n/a	n/a	1.0	fonte musculaire	n/a
Q2076966	parotidite	Q1975850	C0030583	parotidite	1.0	parotidite	parotidite
Q2076966	pharyngite	Q2085267	C0001344;C0031345;C0031350;C0155824	pharyngite aiguë;maladies pharyngiennes;trouble pharyngé sai;trouble pharyngé;maladies pharyngées;maladies du pharynx;maladie non précisée du pharynx;pharyngite sai;pharyngite;inflammation du pharynx;pharyngite et nasopharyngite chroniques	1.0	pharyngite	pharyngite aigue;maladies pharyngiennes;trouble pharynge sai;trouble pharynge;maladies pharyngees;maladies du pharynx;maladie non precisee du pharynx;pharyngite sai;pharyngite;inflammation du pharynx;pharyngite et nasopharyngite chroniques
Q3234995	déficit sensoriel	Q2289481	n/a	n/a	1.0	deficit sensoriel	n/a
Q2360849	iritis	Q2346396	C0022081	iritis	1.0	iritis	iritis
Q5160418	infection	Q166231	n/a	n/a	1.0	infection	n/a
Q18555063	coma	Q159557	C0009421	coma sai;comateux/euse;coma	0.5	coma	coma sai;comateux/euse;coma
Q21175413	douleur abdominale	Q183425	C0000737	douleur abd.;douleur abdo;douleur abdo.;douleur abdominale;douleur abdominale sai;douleur intestinale;douleur de l'abdomen	0.071	douleur abdominale	douleur abd.;douleur abdo;douleur abdo.;douleur abdominale;douleur abdominale sai;douleur intestinale;douleur de l'abdomen
Q32553802	douleur abdominale	Q183425	C0000737	douleur abd.;douleur abdo;douleur abdo.;douleur abdominale;douleur abdominale sai;douleur intestinale;douleur de l'abdomen	0.071	douleur abdominale	douleur abd.;douleur abdo;douleur abdo.;douleur abdominale;douleur abdominale sai;douleur intestinale;douleur de l'abdomen
Q3043345	délire paranoïde	Q3043347	C0349398	idées délirantes paranodes	1.0	delire paranoide	idees delirantes paranodes
Q2388598	enchondromatose	Q5375429	n/a	n/a	1.0	enchondromatose	n/a
Q2521341	foetor	Q5445966	C0683113	n/a	1.0	foetor	n/a
Q2360849	ulcère cutané	Q6452285	C0037299	ulcération cutanée;ulcère cutané;ulcère de la peau;ulcère cutané sai;ulceration cutanee	1.0	ulcere cutane	ulceration cutanee;ulcere cutane;ulcere de la peau;ulcere cutane sai;ulceration cutanee
Q3153686	fatigue musculaire	Q6940317	C0242979;C4025573	fatigue musculaire;fatigue du muscle	1.0	fatigue musculaire	fatigue musculaire;fatigue du muscle
Q4097126	éléphantiasis	Q16775468	C0013882	éléphantiasis	1.0	elephantiasis	elephantiasis
Q5064113	hypotension intracrânienne	Q16831900	C0524812	hypotension intracrânienne	1.0	hypotension intracranienne	hypotension intracranienne
Q4803881	goitre non toxique	Q18554462	C0221777	goitre non toxique	1.0	goitre non toxique	goitre non toxique
Q5196200	hypertension intra-crânienne	Q18558125	C0151740	pression intracrânienne augmentée sai;augmentation de la pression intracrânienne;pression intracrânienne augmentée;hypertension intracrânienne;augm pression intracranienne;pression du liquide céphalorachidien augmentée;pression du lcr augmentée;hic (hypertension intracrânienne);hypertension intracrânienne sai;hypertension intracranienne	1.0	hypertension intra-cranienne	pression intracranienne augmentee sai;augmentation de la pression intracranienne;pression intracranienne augmentee;hypertension intracranienne;augm pression intracranienne;pression du liquide cephalorachidien augmentee;pression du lcr augmentee;hic (hypertension intracranienne);hypertension intracranienne sai;hypertension intracranienne
Q5032577	hyperémèse	Q18968158	n/a	n/a	1.0	hyperemese	n/a
Q32553802	vomissement	Q127076	C0042963	vomissement sai;vomi;vomissement	0.045	vomissement	vomissement sai;vomi;vomissement
Q53951449	tremblement	Q223907	C0040822	tremblement;tremblements;tremblant	0.333	tremblement	tremblement;tremblements;tremblant
Q18573410	hémorragie	Q166019	n/a	n/a	0.083	hemorragie	n/a
Q32146462	hémorragie	Q166019	n/a	n/a	0.083	hemorragie	n/a
Q3153686	dermatite	Q229256	C0011603;C3875321	dermatite sai;inflammation cutanée sai;dermatite;inflammation cutanée;inflammation cutanee sai	1.0	dermatite	dermatite sai;inflammation cutanee sai;dermatite;inflammation cutanee;inflammation cutanee sai
Q53926008	dyspnée	Q188008	C0013404	dyspnee;essouf;dyspnée;respiration difficile;difficultés à respirer;essoufflement;essoufflé(e);dyspnée sai;difficulte respiratoire;souffle court/dyspnee;difficulté respiratoire;dyspnées;souffle court	0.167	dyspnee	dyspnee;essouf;dyspnee;respiration difficile;difficultes a respirer;essoufflement;essouffle(e);dyspnee sai;difficulte respiratoire;souffle court/dyspnee;difficulte respiratoire;dyspnees;souffle court
Q18924544	prurit	Q199602	C0033774	demangeaisons;prurit;démangeaison;avec démangeaisons;démangeaison de la peau;prurit cutané;prurit sai;prurit (sf d05 x16);affection prurigineuse non précisée;démangeaisons	0.333	prurit	demangeaisons;prurit;demangeaison;avec demangeaisons;demangeaison de la peau;prurit cutane;prurit sai;prurit (sf d05 x16);affection prurigineuse non precisee;demangeaisons
Q2388598	enchondrome	Q1340037	n/a	n/a	1.0	enchondrome	n/a
Q3153686	hépatotoxicité	Q1349821	n/a	n/a	1.0	hepatotoxicite	n/a
Q2076966	syndactylie	Q1360044	C0039075	syndactylisme;syndactylie	1.0	syndactylie	syndactylisme;syndactylie
Q2076966	hépatomégalie	Q1362864	C0019209	hypertrophie hépatique;augmentation du volume du foie;hepatomegalie;hypertrophie du foie;augmentation de taille du foie;hépatomégalie	0.25	hepatomegalie	hypertrophie hepatique;augmentation du volume du foie;hepatomegalie;hypertrophie du foie;augmentation de taille du foie;hepatomegalie
Q2360849	hépatomégalie	Q1362864	C0019209	hypertrophie hépatique;augmentation du volume du foie;hepatomegalie;hypertrophie du foie;augmentation de taille du foie;hépatomégalie	0.25	hepatomegalie	hypertrophie hepatique;augmentation du volume du foie;hepatomegalie;hypertrophie du foie;augmentation de taille du foie;hepatomegalie
Q18555063	faiblesse musculaire	Q270421	C0151786	faiblesse musculaire;faiblesse musculaire sai;faiblesse de muscle;faiblesse du muscle	0.167	faiblesse musculaire	faiblesse musculaire;faiblesse musculaire sai;faiblesse de muscle;faiblesse du muscle
Q18573410	hypotension artérielle	Q275419	C0020649	diminution tension arterielle;hypotension artérielle;baisse de la tension arterielle;hypotension, non précisée;pression artérielle sanguine diminuée;pa basse;baisse de la pression artérielle;hypotension;pression artérielle basse;pression artérielle diminuée;pression artérielle sai diminuée;pa abaissée;chute de pression artérielle;chute de pa;hypotension artérielle sai;chute de la pression artérielle;chute de tension arterielle	0.333	hypotension arterielle	diminution tension arterielle;hypotension arterielle;baisse de la tension arterielle;hypotension, non precisee;pression arterielle sanguine diminuee;pa basse;baisse de la pression arterielle;hypotension;pression arterielle basse;pression arterielle diminuee;pression arterielle sai diminuee;pa abaissee;chute de pression arterielle;chute de pa;hypotension arterielle sai;chute de la pression arterielle;chute de tension arterielle
Q5160418	handicap mental	Q183560	C0020796;C0025362;C3161330;C3714756	arriération profonde;idiotie;arriération mentale profonde;arrieration mentale;retard mental non précisée;retard mental;arriération mentale;retards mentaux;déficience intellectuelle;trouble du développement intellectuel;handicap intellectuel;handicaps intellectuels;retard mental	0.333	handicap mental	arrieration profonde;idiotie;arrieration mentale profonde;arrieration mentale;retard mental non precisee;retard mental;arrieration mentale;retards mentaux;deficience intellectuelle;trouble du developpement intellectuel;handicap intellectuel;handicaps intellectuels;retard mental
Q3589128	nausée	Q186889	C0027497	gueule de bois;mal au coeur;sensation de mal au coeur;nausee;nausée;nauséeux;nausees	0.059	nausee	gueule de bois;mal au coeur;sensation de mal au coeur;nausee;nausee;nauseeux;nausees
Q4454701	nausée	Q186889	C0027497	gueule de bois;mal au coeur;sensation de mal au coeur;nausee;nausée;nauséeux;nausees	0.059	nausee	gueule de bois;mal au coeur;sensation de mal au coeur;nausee;nausee;nauseeux;nausees
Q5274956	nausée	Q186889	C0027497	gueule de bois;mal au coeur;sensation de mal au coeur;nausee;nausée;nauséeux;nausees	0.059	nausee	gueule de bois;mal au coeur;sensation de mal au coeur;nausee;nausee;nauseeux;nausees
Q3629075	chute	Q333495	n/a	n/a	1.0	chute	n/a
Q5419654	agitation psychomotrice	Q394129	n/a	n/a	0.5	agitation psychomotrice	n/a
Q3589128	fièvre légère	Q480971	C0239574	fébricule	0.333	fievre legere	febricule
Q4463309	éosinophilie	Q505142	C0014457	eosinophilie;éosinophilie	1.0	eosinophilie	eosinophilie;eosinophilie
Q18589315	cataracte	Q127724	C0029531;C0086543;C1510497	autre cataracte;cataracte sai;cataractes;cataracte;cataracte non précisée;opacité du cristallin;opacite du cristallin;cataracte;opacités du cristallin;opacité cristalline	0.333	cataracte	autre cataracte;cataracte sai;cataractes;cataracte;cataracte non precisee;opacite du cristallin;opacite du cristallin;cataracte;opacites du cristallin;opacite cristalline
Q53926008	céphalée	Q86	C0018681	céphalée;cephalalgie;gene dans la tete;mal de tete;mal de tête;céphalée sai;céphalodynie;céphalées;douleur crânienne;maux de tête;céphalalgie;douleur dans la tête;cephalees (sf n02 n89 r09);céphalgie;cephalees	0.059	cephalee	cephalee;cephalalgie;gene dans la tete;mal de tete;mal de tete;cephalee sai;cephalodynie;cephalees;douleur cranienne;maux de tete;cephalalgie;douleur dans la tete;cephalees (sf n02 n89 r09);cephalgie;cephalees
Q46545345	avolition	Q609066	C3495892	avolition	1.0	avolition	avolition
Q18924544	exanthème	Q653197	C0015230	rash cutané;efflorescence;eruption;rash et autre éruption cutanée non spécifique;rash;exanthème;rash (non spécifique);rash sai;éruption cutanée;exantheme	0.2	exantheme	rash cutane;efflorescence;eruption;rash et autre eruption cutanee non specifique;rash;exantheme;rash (non specifique);rash sai;eruption cutanee;exantheme
Q29017164	achalasie	Q661015	C0014848	spasme du cardia;achalasie de l'oesophage;achalasie du cardia;achalasie oesophagienne;achalasie et cardiospasme;cardiospasme	1.0	achalasie	spasme du cardia;achalasie de l'oesophage;achalasie du cardia;achalasie oesophagienne;achalasie et cardiospasme;cardiospasme
Q4454701	constipation	Q178436	C0237326;C0009806	dyschézie;défécation douloureuse;dyschésie;constipation	0.333	constipation	dyschezie;defecation douloureuse;dyschesie;constipation
Q4463309	constipation	Q178436	C0237326;C0009806	dyschézie;défécation douloureuse;dyschésie;constipation	0.333	constipation	dyschezie;defecation douloureuse;dyschesie;constipation
Q1952467	exostose	Q1384176	C1442903	exostose d'un site non précisé;exostose;exostoses	1.0	exostose	exostose d'un site non precise;exostose;exostoses
Q2076966	holoproencéphalie	Q1459821	C0079541	holoprosencéphalie	1.0	holoproencephalie	holoprosencephalie
Q2076966	colobome	Q1462309	C0009363	colobome de l'iris, de la chorode et de la rétine;colobome;colobome oculaire	1.0	colobome	colobome de l'iris, de la chorode et de la retine;colobome;colobome oculaire
Q1756040	glossoptose	Q1532210	C0267048;C4280678	glossoptose	1.0	glossoptose	glossoptose
Q3589128	douleur abdominale	Q183425	C0000737	douleur abd.;douleur abdo;douleur abdo.;douleur abdominale;douleur abdominale sai;douleur intestinale;douleur de l'abdomen	0.071	douleur abdominale	douleur abd.;douleur abdo;douleur abdo.;douleur abdominale;douleur abdominale sai;douleur intestinale;douleur de l'abdomen
Q4454701	douleur abdominale	Q183425	C0000737	douleur abd.;douleur abdo;douleur abdo.;douleur abdominale;douleur abdominale sai;douleur intestinale;douleur de l'abdomen	0.071	douleur abdominale	douleur abd.;douleur abdo;douleur abdo.;douleur abdominale;douleur abdominale sai;douleur intestinale;douleur de l'abdomen
Q4463309	douleur abdominale	Q183425	C0000737	douleur abd.;douleur abdo;douleur abdo.;douleur abdominale;douleur abdominale sai;douleur intestinale;douleur de l'abdomen	0.071	douleur abdominale	douleur abd.;douleur abdo;douleur abdo.;douleur abdominale;douleur abdominale sai;douleur intestinale;douleur de l'abdomen
Q4138767	hémorragie	Q166019	n/a	n/a	0.083	hemorragie	n/a
Q5398631	hémorragie	Q166019	n/a	n/a	0.083	hemorragie	n/a
Q4097126	lymphangite	Q1476027	C0024225	lymphangite	1.0	lymphangite	lymphangite
Q4841462	frissonnement	Q2260058	n/a	n/a	0.167	frissonnement	n/a
Q5274956	crampe abdominale	Q3002092	C0000729	douleurs abdominales de type crampe;crampes abdominales;colique abdominale;crampe abdominale;tranchees abdominales;crampes de l'abdomen	0.5	crampe abdominale	douleurs abdominales de type crampe;crampes abdominales;colique abdominale;crampe abdominale;tranchees abdominales;crampes de l'abdomen
Q4097126	lymphadénite	Q3269466	C0024205;C0154304;C0157705	lymphadénite;infection de ganglion lymphatique;adenite;lymphadénite sai;lymphadénite chronique;lymphangite aigue;lymphadénite aiguë	1.0	lymphadenite	lymphadenite;infection de ganglion lymphatique;adenite;lymphadenite sai;lymphadenite chronique;lymphangite aigue;lymphadenite aigue
Q3358864	Ovalocyte	Q3358860	C0221280	n/a	1.0	ovalocyte	n/a
Q3895159	Steppage	Q3498706	n/a	n/a	1.0	steppage	n/a
Q1752891	douleur musculo-squelettique secondaire chronique	Q58490917	n/a	n/a	0.5	douleur musculo-squelettique secondaire chronique	n/a
Q3281303	douleur musculo-squelettique secondaire chronique	Q58490917	n/a	n/a	0.5	douleur musculo-squelettique secondaire chronique	n/a
Q1919462	gonflement des ganglions lymphatiques	Q102187500	C0497156	adénopathie;lymphadenopathie;lymphadénopathie	0.5	gonflement des ganglions lymphatiques	adenopathie;lymphadenopathie;lymphadenopathie
Q32553811	syncope	Q180007	C0039070	tendance lipothymique;evanouissement/syncope;syncope;lipothymie;syncope et collapsus;perte de connaissance;collapsus passager;évanouissement;etat syncopal;pâmoison;a perdu connaissance;chutes fréquentes;collapsus transitoire;evanouissement;deces	0.333	syncope	tendance lipothymique;evanouissement/syncope;syncope;lipothymie;syncope et collapsus;perte de connaissance;collapsus passager;evanouissement;etat syncopal;pamoison;a perdu connaissance;chutes frequentes;collapsus transitoire;evanouissement;deces
Q32553811	convulsion	Q852376	C0036572	crises motrices non precisees;convulsions sai;crises;crises épileptiques;crises d'épilepsie;convulsions;crises sai;convulsion;crise;convulsion sai	0.333	convulsion	crises motrices non precisees;convulsions sai;crises;crises epileptiques;crises d'epilepsie;convulsions;crises sai;convulsion;crise;convulsion sai
Q53951449	dystonie	Q906492	C0013421;C0393593;C4020871	dystonie;dystonies;dystonie musculaire;dystonie;troubles dystoniques	1.0	dystonie	dystonie;dystonies;dystonie musculaire;dystonie;troubles dystoniques
Q18573410	choc circulatoire	Q178061	n/a	n/a	0.333	choc circulatoire	n/a
Q5160418	Hh	Q545403	C1859408	n/a	1.0	hh	n/a
Q4463309	asthénie	Q633403	n/a	n/a	0.333	asthenie	n/a
Q3298999	microcytose	Q1091552	C0221265	microcytose	1.0	microcytose	microcytose
Q4097126	érythème	Q1166142	C0332575	rougeur	1.0	erytheme	rougeur
Q32553802	tachycardie	Q209583	C0039231;C4020868	fréquence cardiaque augmentée;accélération cardiaque;rapidité du pouls;pouls accéléré;tachycardie, non précisée;tachycardie;pouls augmenté;fréquence cardiaque élevée;battements cardiaques accélérés;acceleration du pouls;pouls rapide;tachycardie sai	0.2	tachycardie	frequence cardiaque augmentee;acceleration cardiaque;rapidite du pouls;pouls accelere;tachycardie, non precisee;tachycardie;pouls augmente;frequence cardiaque elevee;battements cardiaques acceleres;acceleration du pouls;pouls rapide;tachycardie sai
Q32553811	tachycardie	Q209583	C0039231;C4020868	fréquence cardiaque augmentée;accélération cardiaque;rapidité du pouls;pouls accéléré;tachycardie, non précisée;tachycardie;pouls augmenté;fréquence cardiaque élevée;battements cardiaques accélérés;acceleration du pouls;pouls rapide;tachycardie sai	0.2	tachycardie	frequence cardiaque augmentee;acceleration cardiaque;rapidite du pouls;pouls accelere;tachycardie, non precisee;tachycardie;pouls augmente;frequence cardiaque elevee;battements cardiaques acceleres;acceleration du pouls;pouls rapide;tachycardie sai
Q32820424	Akathisie	Q416417	n/a	n/a	1.0	akathisie	n/a
Q18555063	confusion	Q557945	n/a	n/a	0.333	confusion	n/a
Q24975353	hypertrichose	Q595010	C0020555	hypertrichoses;hypertrichose	1.0	hypertrichose	hypertrichoses;hypertrichose
Q53926008	somnolence	Q1077823	C0013144	assoupissement;endormissement;ensommeillé(e);envie de dormir;envie excessive de dormir	0.5	somnolence	assoupissement;endormissement;ensommeille(e);envie de dormir;envie excessive de dormir
Q18555385	Xanthome	Q1199732	C0302314	xanthome	1.0	xanthome	xanthome
Q18966903	exaltation	Q1276947	n/a	n/a	1.0	exaltation	n/a
Q21175413	gelure	Q1350326	n/a	n/a	1.0	gelure	n/a
Q29017164	alacrymie	Q2841504	C0344505	n/a	1.0	alacrymie	n/a
Q32553802	transpiration animale	Q3537764	C0038990	transpiration;sécrétion de sueur;sudation	0.25	transpiration animale	transpiration;secretion de sueur;sudation
Q32553811	transpiration animale	Q3537764	C0038990	transpiration;sécrétion de sueur;sudation	0.25	transpiration animale	transpiration;secretion de sueur;sudation
Q18924544	dépigmentation	Q3705665	n/a	n/a	1.0	depigmentation	n/a
Q18556319	histiocytes bleus de mer	Q3803575	C0333836	n/a	1.0	histiocytes bleus de mer	n/a
Q20707611	non-être	Q3877969	n/a	n/a	1.0	non-etre	n/a
Q32553802	étourdissement	Q10916362	C0012833	sensation vertigineuse;sensation de tete qui tourne;étourdissement;état nébuleux;etourdissement	0.2	etourdissement	sensation vertigineuse;sensation de tete qui tourne;etourdissement;etat nebuleux;etourdissement
Q18589315	microcornée	Q11835146	C0266544	microcornée	1.0	microcornee	microcornee
Q32553811	tremblement des doigts	Q21109837	C0239601	tremblement des doigts	1.0	tremblement des doigts	tremblement des doigts
Q5419654	transpiration animale	Q3537764	C0038990	transpiration;sécrétion de sueur;sudation	0.25	transpiration animale	transpiration;secretion de sueur;sudation
Q5045550	cervicalgie	Q3567802	C0007859	douleur cervicale;douleur du cou;douleur au cou;cervicalgie;algie cervicale;cervicodynie	0.333	cervicalgie	douleur cervicale;douleur du cou;douleur au cou;cervicalgie;algie cervicale;cervicodynie
Q4803881	blépharochalasis	Q3640920	C0005742	blépharochalasis	1.0	blepharochalasis	blepharochalasis
Q3973817	stomatocyte	Q3973815	n/a	n/a	1.0	stomatocyte	n/a
Q4421929	crise épileptique	Q6279182	n/a	n/a	1.0	crise epileptique	n/a
Q4865826	coussinet des phalanges	Q6423734	C0264000	coussinets des phalanges	1.0	coussinet des phalanges	coussinets des phalanges
Q29017164	handicap mental	Q183560	C0020796;C0025362;C3161330;C3714756	arriération profonde;idiotie;arriération mentale profonde;arrieration mentale;retard mental non précisée;retard mental;arriération mentale;retards mentaux;déficience intellectuelle;trouble du développement intellectuel;handicap intellectuel;handicaps intellectuels;retard mental	0.333	handicap mental	arrieration profonde;idiotie;arrieration mentale profonde;arrieration mentale;retard mental non precisee;retard mental;arrieration mentale;retards mentaux;deficience intellectuelle;trouble du developpement intellectuel;handicap intellectuel;handicaps intellectuels;retard mental
Q21175413	hépatomégalie	Q1362864	C0019209	hypertrophie hépatique;augmentation du volume du foie;hepatomegalie;hypertrophie du foie;augmentation de taille du foie;hépatomégalie	0.25	hepatomegalie	hypertrophie hepatique;augmentation du volume du foie;hepatomegalie;hypertrophie du foie;augmentation de taille du foie;hepatomegalie
Q32820424	dyskinésie précoce	Q1471918	C0234992	dyskinesie aigue;dyskinésie aiguë	1.0	dyskinesie precoce	dyskinesie aigue;dyskinesie aigue
Q21175413	hémorragie digestive	Q1495657	C0017181	saignement des voies gi;saignement gastro-intestinal;hémorragie du tube digestif, non précisée;saignement des voies gastro-intestinales;saignement des voies gastro-intestinales sai;hémorragie gastro-intestinale sai;hémorragie des voies digestives;saignement du tube digestif sai;hemorragie digestive sai;saignement gastrointestinal;hémorragie de l'appareil digestif;hémorragies gastro-intestinales;hemorragie gastro-intestinale;saignement gi;hémorragie gastro-intestinale;hémorragie gastrointestinale	1.0	hemorragie digestive	saignement des voies gi;saignement gastro-intestinal;hemorragie du tube digestif, non precisee;saignement des voies gastro-intestinales;saignement des voies gastro-intestinales sai;hemorragie gastro-intestinale sai;hemorragie des voies digestives;saignement du tube digestif sai;hemorragie digestive sai;saignement gastrointestinal;hemorragie de l'appareil digestif;hemorragies gastro-intestinales;hemorragie gastro-intestinale;saignement gi;hemorragie gastro-intestinale;hemorragie gastrointestinale
Q24975353	retard de croissance staturo-pondérale	Q1497481	n/a	n/a	1.0	retard de croissance staturo-ponderale	n/a
Q32820424	syndrome parkinsonien	Q1531991	C0242422	troubles parkinsoniens;syndromes parkinsoniens;parkinsonisme;syndrome hypokinétique-hypertonique	1.0	syndrome parkinsonien	troubles parkinsoniens;syndromes parkinsoniens;parkinsonisme;syndrome hypokinetique-hypertonique
Q32820424	Dyskinésie tardive	Q1546328	C0686347	dyskinésie tardive;dystonie tardive;dyskinesie tardive	1.0	dyskinesie tardive	dyskinesie tardive;dystonie tardive;dyskinesie tardive
Q32553802	bouffée de chaleur	Q1858291	C0600142	bouffées de chaleur liées à la ménopause;bouffées de chaleur ménopausiques;bouffées de chaleur, ménopausiques;bouffées de chaleur au visage et au cou;bouffées de chaleur;sensation de bouffées de chaleur;bouffée de chaleur;bouffées de chaleur sai;bouffées de chaleur de la ménopause;bouffees de chaleur	1.0	bouffee de chaleur	bouffees de chaleur liees a la menopause;bouffees de chaleur menopausiques;bouffees de chaleur, menopausiques;bouffees de chaleur au visage et au cou;bouffees de chaleur;sensation de bouffees de chaleur;bouffee de chaleur;bouffees de chaleur sai;bouffees de chaleur de la menopause;bouffees de chaleur
Q32553811	malaise	Q2673323	C0231218	malaise;sensation d'inconfort corporel;gêne corporelle;sensation de malaise;se sent affreusement mal;se sent éteint;se sent très mal;malaise général;décoloration générale;généralement mal à l'aise;expérience mal définie;ne se sent pas bien;se sentir mal;sensation d'être malade;se sentait malade en général	1.0	malaise	malaise;sensation d'inconfort corporel;gene corporelle;sensation de malaise;se sent affreusement mal;se sent eteint;se sent tres mal;malaise general;decoloration generale;generalement mal a l'aise;experience mal definie;ne se sent pas bien;se sentir mal;sensation d'etre malade;se sentait malade en general
