CIS	CISLabel	IN	INlabel	drugUri	CISLabel_processed	INlabel_processed
CIS64095833	PARIET 10 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/INu9k0ks63veqpjki1snf2ucr11s332b1j	RABÉPRAZOLE	Q3515	pariet 10 mg, comprime gastro-resistant	rabeprazole
CIS66035518	PARIET 10 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/INu9k0ks63veqpjki1snf2ucr11s332b1j	RABÉPRAZOLE	Q3515	pariet 10 mg, comprime gastro-resistant	rabeprazole
CIS64546663	RABEPRAZOLE KRKA 20 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/INu9k0ks63veqpjki1snf2ucr11s332b1j	RABÉPRAZOLE	Q3515	rabeprazole krka 20 mg, comprime gastro-resistant	rabeprazole
CIS64710550	RABEPRAZOLE KRKA 10 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/INu9k0ks63veqpjki1snf2ucr11s332b1j	RABÉPRAZOLE	Q3515	rabeprazole krka 10 mg, comprime gastro-resistant	rabeprazole
CIS66477810	RABEPRAZOLE TEVA 20 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/INu9k0ks63veqpjki1snf2ucr11s332b1j	RABÉPRAZOLE	Q3515	rabeprazole teva 20 mg, comprime gastro-resistant	rabeprazole
CIS68644051	PARIET 20 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/INu9k0ks63veqpjki1snf2ucr11s332b1j	RABÉPRAZOLE	Q3515	pariet 20 mg, comprime gastro-resistant	rabeprazole
CIS64397778	RABEPRAZOLE ALMUS 10 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/INu9k0ks63veqpjki1snf2ucr11s332b1j	RABÉPRAZOLE	Q3515	rabeprazole almus 10 mg, comprime gastro-resistant	rabeprazole
CIS65031278	RABEPRAZOLE ZENTIVA 20 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/INu9k0ks63veqpjki1snf2ucr11s332b1j	RABÉPRAZOLE	Q3515	rabeprazole zentiva 20 mg, comprime gastro-resistant	rabeprazole
CIS65092797	RABEPRAZOLE PHR LAB 10 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/INu9k0ks63veqpjki1snf2ucr11s332b1j	RABÉPRAZOLE	Q3515	rabeprazole phr lab 10 mg, comprime gastro-resistant	rabeprazole
CIS65232587	RABEPRAZOLE PHR LAB 20 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/INu9k0ks63veqpjki1snf2ucr11s332b1j	RABÉPRAZOLE	Q3515	rabeprazole phr lab 20 mg, comprime gastro-resistant	rabeprazole
CIS65622968	RABEPRAZOLE MYLAN PHARMA 20 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/INu9k0ks63veqpjki1snf2ucr11s332b1j	RABÉPRAZOLE	Q3515	rabeprazole mylan pharma 20 mg, comprime gastro-resistant	rabeprazole
CIS65777648	RABEPRAZOLE SANDOZ 20 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/INu9k0ks63veqpjki1snf2ucr11s332b1j	RABÉPRAZOLE	Q3515	rabeprazole sandoz 20 mg, comprime gastro-resistant	rabeprazole
CIS66123498	RABEPRAZOLE ARROW GENERIQUES 20 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/INu9k0ks63veqpjki1snf2ucr11s332b1j	RABÉPRAZOLE	Q3515	rabeprazole arrow generiques 20 mg, comprime gastro-resistant	rabeprazole
CIS66387117	RABEPRAZOLE BIOGARAN 20 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/INu9k0ks63veqpjki1snf2ucr11s332b1j	RABÉPRAZOLE	Q3515	rabeprazole biogaran 20 mg, comprime gastro-resistant	rabeprazole
CIS66416661	RABEPRAZOLE ARROW 10 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/INu9k0ks63veqpjki1snf2ucr11s332b1j	RABÉPRAZOLE	Q3515	rabeprazole arrow 10 mg, comprime gastro-resistant	rabeprazole
CIS66787677	RABEPRAZOLE MYLAN GENERIQUES 10 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/INu9k0ks63veqpjki1snf2ucr11s332b1j	RABÉPRAZOLE	Q3515	rabeprazole mylan generiques 10 mg, comprime gastro-resistant	rabeprazole
CIS67804179	RABEPRAZOLE RATIO 20 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/INu9k0ks63veqpjki1snf2ucr11s332b1j	RABÉPRAZOLE	Q3515	rabeprazole ratio 20 mg, comprime gastro-resistant	rabeprazole
CIS65336041	RABEPRAZOLE ALTER 10 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/INu9k0ks63veqpjki1snf2ucr11s332b1j	RABÉPRAZOLE	Q3515	rabeprazole alter 10 mg, comprime gastro-resistant	rabeprazole
CIS68832021	RABEPRAZOLE CRISTERS 20 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/INu9k0ks63veqpjki1snf2ucr11s332b1j	RABÉPRAZOLE	Q3515	rabeprazole cristers 20 mg, comprime gastro-resistant	rabeprazole
CIS69649119	RABEPRAZOLE ARROW 20 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/INu9k0ks63veqpjki1snf2ucr11s332b1j	RABÉPRAZOLE	Q3515	rabeprazole arrow 20 mg, comprime gastro-resistant	rabeprazole
CIS60485234	ZOVIRAX 500 mg, poudre pour solution injectable (IV)	http://www.romedi.fr/romedi/IN2bjg70120pl5ro64c80rutqtdpvl491f	ACICLOVIR	Q147101	zovirax 500 mg, poudre pour solution injectable (iv)	aciclovir
CIS60618154	ZOVIRAX 800 mg/10 ml, suspension buvable en flacon	http://www.romedi.fr/romedi/IN2bjg70120pl5ro64c80rutqtdpvl491f	ACICLOVIR	Q147101	zovirax 800 mg/10 ml, suspension buvable en flacon	aciclovir
CIS63761595	ZOVIRAX 3 %, pommade ophtalmique	http://www.romedi.fr/romedi/IN2bjg70120pl5ro64c80rutqtdpvl491f	ACICLOVIR	Q147101	zovirax 3 %, pommade ophtalmique	aciclovir
CIS60111197	ACICLOVIR ARROW 800 mg, comprimé	http://www.romedi.fr/romedi/IN2bjg70120pl5ro64c80rutqtdpvl491f	ACICLOVIR	Q147101	aciclovir arrow 800 mg, comprime	aciclovir
CIS60126377	ACICLOVIR MYLAN 5 %, crème	http://www.romedi.fr/romedi/IN2bjg70120pl5ro64c80rutqtdpvl491f	ACICLOVIR	Q147101	aciclovir mylan 5 %, creme	aciclovir
CIS60311803	ACICLOVIR TEVA 5 %, crème	http://www.romedi.fr/romedi/IN2bjg70120pl5ro64c80rutqtdpvl491f	ACICLOVIR	Q147101	aciclovir teva 5 %, creme	aciclovir
CIS60418673	ACICLOVIR EG 200 mg, comprimé	http://www.romedi.fr/romedi/IN2bjg70120pl5ro64c80rutqtdpvl491f	ACICLOVIR	Q147101	aciclovir eg 200 mg, comprime	aciclovir
CIS60890745	ACICLOVIR MYLAN 500 mg, poudre pour solution injectable (IV)	http://www.romedi.fr/romedi/IN2bjg70120pl5ro64c80rutqtdpvl491f	ACICLOVIR	Q147101	aciclovir mylan 500 mg, poudre pour solution injectable (iv)	aciclovir
CIS62485208	ACICLOVIR BIOGARAN 200 mg, comprimé	http://www.romedi.fr/romedi/IN2bjg70120pl5ro64c80rutqtdpvl491f	ACICLOVIR	Q147101	aciclovir biogaran 200 mg, comprime	aciclovir
CIS62566877	ACICLOVIR SANDOZ 200 mg, comprimé	http://www.romedi.fr/romedi/IN2bjg70120pl5ro64c80rutqtdpvl491f	ACICLOVIR	Q147101	aciclovir sandoz 200 mg, comprime	aciclovir
CIS62891447	ACICLOVIR EG 5 POUR CENT, crème	http://www.romedi.fr/romedi/IN2bjg70120pl5ro64c80rutqtdpvl491f	ACICLOVIR	Q147101	aciclovir eg 5 pour cent, creme	aciclovir
CIS60964409	ACICLOVIR ZENTIVA 800 mg, comprimé	http://www.romedi.fr/romedi/IN2bjg70120pl5ro64c80rutqtdpvl491f	ACICLOVIR	Q147101	aciclovir zentiva 800 mg, comprime	aciclovir
CIS65123812	ZOVIRAX 250 mg, poudre pour solution injectable (IV)	http://www.romedi.fr/romedi/IN2bjg70120pl5ro64c80rutqtdpvl491f	ACICLOVIR	Q147101	zovirax 250 mg, poudre pour solution injectable (iv)	aciclovir
CIS68670676	ZOVIRAX 200 mg, comprimé	http://www.romedi.fr/romedi/IN2bjg70120pl5ro64c80rutqtdpvl491f	ACICLOVIR	Q147101	zovirax 200 mg, comprime	aciclovir
CIS65069229	ZOVIRAX 5 %, crème	http://www.romedi.fr/romedi/IN2bjg70120pl5ro64c80rutqtdpvl491f	ACICLOVIR	Q147101	zovirax 5 %, creme	aciclovir
CIS65391283	ZOVIRAX 800 mg, comprimé	http://www.romedi.fr/romedi/IN2bjg70120pl5ro64c80rutqtdpvl491f	ACICLOVIR	Q147101	zovirax 800 mg, comprime	aciclovir
CIS67260521	ACICLOVIR MYLAN 800 mg, comprimé	http://www.romedi.fr/romedi/IN2bjg70120pl5ro64c80rutqtdpvl491f	ACICLOVIR	Q147101	aciclovir mylan 800 mg, comprime	aciclovir
CIS67720806	ACICLOVIR MYLAN 200 mg, comprimé	http://www.romedi.fr/romedi/IN2bjg70120pl5ro64c80rutqtdpvl491f	ACICLOVIR	Q147101	aciclovir mylan 200 mg, comprime	aciclovir
CIS69258501	ACICLOVIR MYLAN 250 mg, poudre pour solution injectable (IV)	http://www.romedi.fr/romedi/IN2bjg70120pl5ro64c80rutqtdpvl491f	ACICLOVIR	Q147101	aciclovir mylan 250 mg, poudre pour solution injectable (iv)	aciclovir
CIS68933636	ACTIVIR 5 POUR CENT, crème	http://www.romedi.fr/romedi/IN2bjg70120pl5ro64c80rutqtdpvl491f	ACICLOVIR	Q147101	activir 5 pour cent, creme	aciclovir
CIS68750987	ZOVIRAX 200 mg/5 ml, suspension buvable en flacon	http://www.romedi.fr/romedi/IN2bjg70120pl5ro64c80rutqtdpvl491f	ACICLOVIR	Q147101	zovirax 200 mg/5 ml, suspension buvable en flacon	aciclovir
CIS64776881	ACICLOVIR EG 800 mg, comprimé	http://www.romedi.fr/romedi/IN2bjg70120pl5ro64c80rutqtdpvl491f	ACICLOVIR	Q147101	aciclovir eg 800 mg, comprime	aciclovir
CIS67363642	ACICLOVIR ARROW 5 %, crème	http://www.romedi.fr/romedi/IN2bjg70120pl5ro64c80rutqtdpvl491f	ACICLOVIR	Q147101	aciclovir arrow 5 %, creme	aciclovir
CIS68303445	ACICLOVIR BIOGARAN 5 %, crème	http://www.romedi.fr/romedi/IN2bjg70120pl5ro64c80rutqtdpvl491f	ACICLOVIR	Q147101	aciclovir biogaran 5 %, creme	aciclovir
CIS68560639	ACICLOVIR TEVA 200 mg, comprimé	http://www.romedi.fr/romedi/IN2bjg70120pl5ro64c80rutqtdpvl491f	ACICLOVIR	Q147101	aciclovir teva 200 mg, comprime	aciclovir
CIS68888917	ACICLOVIR ARROW 200 mg, comprimé	http://www.romedi.fr/romedi/IN2bjg70120pl5ro64c80rutqtdpvl491f	ACICLOVIR	Q147101	aciclovir arrow 200 mg, comprime	aciclovir
CIS68623395	ACICLOVIR ARROW LAB 200 mg, comprimé	http://www.romedi.fr/romedi/IN2bjg70120pl5ro64c80rutqtdpvl491f	ACICLOVIR	Q147101	aciclovir arrow lab 200 mg, comprime	aciclovir
CIS68887509	ACICLOVIR SANDOZ 5 %, crème	http://www.romedi.fr/romedi/IN2bjg70120pl5ro64c80rutqtdpvl491f	ACICLOVIR	Q147101	aciclovir sandoz 5 %, creme	aciclovir
CIS69540696	ACICLOVIR MYLAN PHARMA 5 %, crème	http://www.romedi.fr/romedi/IN2bjg70120pl5ro64c80rutqtdpvl491f	ACICLOVIR	Q147101	aciclovir mylan pharma 5 %, creme	aciclovir
CIS61109911	DAFALGAN CODEINE, comprimé effervescent sécable	http://www.romedi.fr/romedi/IN7310nlprjlh2sb3t0apdjfvtk6u0ifp3	PARACÉTAMOL	Q57055	dafalgan codeine, comprime effervescent secable	paracetamol
CIS61644230	PRONTALGINE, comprimé	http://www.romedi.fr/romedi/IN7310nlprjlh2sb3t0apdjfvtk6u0ifp3	PARACÉTAMOL	Q57055	prontalgine, comprime	paracetamol
CIS60327615	ZALDIAR 37,5 mg/325 mg, comprimé pelliculé	http://www.romedi.fr/romedi/IN7310nlprjlh2sb3t0apdjfvtk6u0ifp3	PARACÉTAMOL	Q57055	zaldiar 37,5 mg/325 mg, comprime pellicule	paracetamol
CIS61137241	IXPRIM 37,5 mg/325 mg, comprimé pelliculé	http://www.romedi.fr/romedi/IN7310nlprjlh2sb3t0apdjfvtk6u0ifp3	PARACÉTAMOL	Q57055	ixprim 37,5 mg/325 mg, comprime pellicule	paracetamol
CIS62110311	KLIPAL CODEINE 300 mg/25 mg, comprimé	http://www.romedi.fr/romedi/IN7310nlprjlh2sb3t0apdjfvtk6u0ifp3	PARACÉTAMOL	Q57055	klipal codeine 300 mg/25 mg, comprime	paracetamol
CIS61730170	PARACETAMOL CODEINE SANDOZ 500 mg/30 mg, comprimé effervescent sécable	http://www.romedi.fr/romedi/IN7310nlprjlh2sb3t0apdjfvtk6u0ifp3	PARACÉTAMOL	Q57055	paracetamol codeine sandoz 500 mg/30 mg, comprime effervescent secable	paracetamol
CIS61784054	PARACETAMOL CODEINE ARROW 400 mg/20 mg, comprimé sécable	http://www.romedi.fr/romedi/IN7310nlprjlh2sb3t0apdjfvtk6u0ifp3	PARACÉTAMOL	Q57055	paracetamol codeine arrow 400 mg/20 mg, comprime secable	paracetamol
CIS61943097	PARACETAMOL CODEINE TEVA 500 mg/30 mg, comprimé effervescent sécable	http://www.romedi.fr/romedi/IN7310nlprjlh2sb3t0apdjfvtk6u0ifp3	PARACÉTAMOL	Q57055	paracetamol codeine teva 500 mg/30 mg, comprime effervescent secable	paracetamol
CIS62541023	PARACETAMOL CODEINE EG 500 mg/30 mg, comprimé effervescent sécable	http://www.romedi.fr/romedi/IN7310nlprjlh2sb3t0apdjfvtk6u0ifp3	PARACÉTAMOL	Q57055	paracetamol codeine eg 500 mg/30 mg, comprime effervescent secable	paracetamol
CIS62771825	PARACETAMOL CODEINE ARROW 500 mg/30 mg, comprimé effervescent sécable	http://www.romedi.fr/romedi/IN7310nlprjlh2sb3t0apdjfvtk6u0ifp3	PARACÉTAMOL	Q57055	paracetamol codeine arrow 500 mg/30 mg, comprime effervescent secable	paracetamol
CIS64168434	DOLIPRANE CODEINE 400 mg/20 mg, comprimé sécable	http://www.romedi.fr/romedi/IN7310nlprjlh2sb3t0apdjfvtk6u0ifp3	PARACÉTAMOL	Q57055	doliprane codeine 400 mg/20 mg, comprime secable	paracetamol
CIS60365078	IXPRIM 37,5 mg/325 mg, comprimé effervescent	http://www.romedi.fr/romedi/IN7310nlprjlh2sb3t0apdjfvtk6u0ifp3	PARACÉTAMOL	Q57055	ixprim 37,5 mg/325 mg, comprime effervescent	paracetamol
CIS63192215	ZALDIAR 37,5 mg/325 mg, comprimé effervescent	http://www.romedi.fr/romedi/IN7310nlprjlh2sb3t0apdjfvtk6u0ifp3	PARACÉTAMOL	Q57055	zaldiar 37,5 mg/325 mg, comprime effervescent	paracetamol
CIS60904643	CODOLIPRANE 500 mg/30 mg, comprimé	http://www.romedi.fr/romedi/IN7310nlprjlh2sb3t0apdjfvtk6u0ifp3	PARACÉTAMOL	Q57055	codoliprane 500 mg/30 mg, comprime	paracetamol
CIS61697158	FLUSTIMEX, poudre pour solution buvable en sachet	http://www.romedi.fr/romedi/IN7310nlprjlh2sb3t0apdjfvtk6u0ifp3	PARACÉTAMOL	Q57055	flustimex, poudre pour solution buvable en sachet	paracetamol
CIS61227411	TRAMADOL/PARACETAMOL MYLAN PHARMA 37,5 mg/325 mg, comprimé pelliculé	http://www.romedi.fr/romedi/IN7310nlprjlh2sb3t0apdjfvtk6u0ifp3	PARACÉTAMOL	Q57055	tramadol/paracetamol mylan pharma 37,5 mg/325 mg, comprime pellicule	paracetamol
CIS61305080	TRAMADOL/PARACETAMOL BIPHAR 37,5 mg/325 mg, comprimé pelliculé	http://www.romedi.fr/romedi/IN7310nlprjlh2sb3t0apdjfvtk6u0ifp3	PARACÉTAMOL	Q57055	tramadol/paracetamol biphar 37,5 mg/325 mg, comprime pellicule	paracetamol
CIS61331851	TRAMADOL/PARACETAMOL BIOGARAN 37,5 mg/325 mg, comprimé pelliculé	http://www.romedi.fr/romedi/IN7310nlprjlh2sb3t0apdjfvtk6u0ifp3	PARACÉTAMOL	Q57055	tramadol/paracetamol biogaran 37,5 mg/325 mg, comprime pellicule	paracetamol
CIS62351650	CODOLIPRANE 500 mg/30 mg, comprimé effervescent sécable	http://www.romedi.fr/romedi/IN7310nlprjlh2sb3t0apdjfvtk6u0ifp3	PARACÉTAMOL	Q57055	codoliprane 500 mg/30 mg, comprime effervescent secable	paracetamol
CIS60396465	TRAMADOL/PARACETAMOL BGR 37,5 mg/325 mg, comprimé pelliculé	http://www.romedi.fr/romedi/IN7310nlprjlh2sb3t0apdjfvtk6u0ifp3	PARACÉTAMOL	Q57055	tramadol/paracetamol bgr 37,5 mg/325 mg, comprime pellicule	paracetamol
CIS60009573	PARACETAMOL/CODEINE TEVA 500 mg/30 mg, comprimé pelliculé	http://www.romedi.fr/romedi/IN7310nlprjlh2sb3t0apdjfvtk6u0ifp3	PARACÉTAMOL	Q57055	paracetamol/codeine teva 500 mg/30 mg, comprime pellicule	paracetamol
CIS62049552	CODOLIPRANE 500 mg/30 mg, gélule	http://www.romedi.fr/romedi/IN7310nlprjlh2sb3t0apdjfvtk6u0ifp3	PARACÉTAMOL	Q57055	codoliprane 500 mg/30 mg, gelule	paracetamol
CIS65322262	ALGISEDAL, comprimé	http://www.romedi.fr/romedi/IN7310nlprjlh2sb3t0apdjfvtk6u0ifp3	PARACÉTAMOL	Q57055	algisedal, comprime	paracetamol
CIS65284993	MIGRALGINE, gélule	http://www.romedi.fr/romedi/IN7310nlprjlh2sb3t0apdjfvtk6u0ifp3	PARACÉTAMOL	Q57055	migralgine, gelule	paracetamol
CIS64849094	NOVACETOL (ASPIRINE PARACETAMOL), comprimé	http://www.romedi.fr/romedi/IN7310nlprjlh2sb3t0apdjfvtk6u0ifp3	PARACÉTAMOL	Q57055	novacetol (aspirine paracetamol), comprime	paracetamol
CIS69329731	FERVEX ETAT GRIPPAL PARACETAMOL/VITAMINE C/PHENIRAMINE ADULTES, granulés pour solution buvable en sachet	http://www.romedi.fr/romedi/IN7310nlprjlh2sb3t0apdjfvtk6u0ifp3	PARACÉTAMOL	Q57055	fervex etat grippal paracetamol/vitamine c/pheniramine adultes, granules pour solution buvable en sachet	paracetamol
CIS64380679	COQUELUSEDAL PARACETAMOL 500 mg, suppositoire	http://www.romedi.fr/romedi/IN7310nlprjlh2sb3t0apdjfvtk6u0ifp3	PARACÉTAMOL	Q57055	coquelusedal paracetamol 500 mg, suppositoire	paracetamol
CIS66003374	DAFALGAN CODEINE, comprimé pelliculé	http://www.romedi.fr/romedi/IN7310nlprjlh2sb3t0apdjfvtk6u0ifp3	PARACÉTAMOL	Q57055	dafalgan codeine, comprime pellicule	paracetamol
CIS64406362	CODOLIPRANE ADULTES 400 mg/20 mg, comprimé sécable	http://www.romedi.fr/romedi/IN7310nlprjlh2sb3t0apdjfvtk6u0ifp3	PARACÉTAMOL	Q57055	codoliprane adultes 400 mg/20 mg, comprime secable	paracetamol
CIS68457482	LINDILANE 400 mg/25 mg, comprimé	http://www.romedi.fr/romedi/IN7310nlprjlh2sb3t0apdjfvtk6u0ifp3	PARACÉTAMOL	Q57055	lindilane 400 mg/25 mg, comprime	paracetamol
CIS69722236	KLIPAL CODEINE 600 mg/50 mg, comprimé	http://www.romedi.fr/romedi/IN7310nlprjlh2sb3t0apdjfvtk6u0ifp3	PARACÉTAMOL	Q57055	klipal codeine 600 mg/50 mg, comprime	paracetamol
CIS69928332	ACTIFED RHUME, comprimé	http://www.romedi.fr/romedi/IN7310nlprjlh2sb3t0apdjfvtk6u0ifp3	PARACÉTAMOL	Q57055	actifed rhume, comprime	paracetamol
CIS69549916	PARACETAMOL CODEINE MYLAN 500 mg/30 mg, comprimé effervescent sécable	http://www.romedi.fr/romedi/IN7310nlprjlh2sb3t0apdjfvtk6u0ifp3	PARACÉTAMOL	Q57055	paracetamol codeine mylan 500 mg/30 mg, comprime effervescent secable	paracetamol
CIS69355295	PARACETAMOL CODEINE BIOGARAN 500 mg/30 mg, comprimé effervescent sécable	http://www.romedi.fr/romedi/IN7310nlprjlh2sb3t0apdjfvtk6u0ifp3	PARACÉTAMOL	Q57055	paracetamol codeine biogaran 500 mg/30 mg, comprime effervescent secable	paracetamol
CIS67806479	PARACETAMOL CODEINE CRISTERS 500 mg/30 mg, comprimé effervescent sécable	http://www.romedi.fr/romedi/IN7310nlprjlh2sb3t0apdjfvtk6u0ifp3	PARACÉTAMOL	Q57055	paracetamol codeine cristers 500 mg/30 mg, comprime effervescent secable	paracetamol
CIS64656227	TRAMADOL/PARACETAMOL ARROW GENERIQUES 37,5 mg/325 mg, comprimé pelliculé	http://www.romedi.fr/romedi/IN7310nlprjlh2sb3t0apdjfvtk6u0ifp3	PARACÉTAMOL	Q57055	tramadol/paracetamol arrow generiques 37,5 mg/325 mg, comprime pellicule	paracetamol
CIS67698690	TRAMADOL/PARACETAMOL MYLAN GENERIQUES 37,5 mg/325 mg, comprimé pelliculé	http://www.romedi.fr/romedi/IN7310nlprjlh2sb3t0apdjfvtk6u0ifp3	PARACÉTAMOL	Q57055	tramadol/paracetamol mylan generiques 37,5 mg/325 mg, comprime pellicule	paracetamol
CIS69995434	TRAMADOL/PARACETAMOL ARROW 37,5 mg/325 mg, comprimé effervescent	http://www.romedi.fr/romedi/IN7310nlprjlh2sb3t0apdjfvtk6u0ifp3	PARACÉTAMOL	Q57055	tramadol/paracetamol arrow 37,5 mg/325 mg, comprime effervescent	paracetamol
CIS64707814	TRAMADOL/PARACETAMOL ARROW LAB 37,5 mg/325 mg, comprimé pelliculé	http://www.romedi.fr/romedi/IN7310nlprjlh2sb3t0apdjfvtk6u0ifp3	PARACÉTAMOL	Q57055	tramadol/paracetamol arrow lab 37,5 mg/325 mg, comprime pellicule	paracetamol
CIS61950444	LOGIMAX 5 mg/47,5 mg, comprimé pelliculé à libération prolongée	http://www.romedi.fr/romedi/INvt9n4ca69991tmbsceogurt0g3m2dcql	MÉTOPROLOL	Q409468	logimax 5 mg/47,5 mg, comprime pellicule a liberation prolongee	metoprolol
CIS62391673	LOGROTON, comprimé pelliculé sécable	http://www.romedi.fr/romedi/INvt9n4ca69991tmbsceogurt0g3m2dcql	MÉTOPROLOL	Q409468	logroton, comprime pellicule secable	metoprolol
CIS62837759	METOPROLOL SANDOZ 100 mg, comprimé	http://www.romedi.fr/romedi/INvt9n4ca69991tmbsceogurt0g3m2dcql	MÉTOPROLOL	Q409468	metoprolol sandoz 100 mg, comprime	metoprolol
CIS60927791	METOPROLOL ACCORD 50 mg, comprimé	http://www.romedi.fr/romedi/INvt9n4ca69991tmbsceogurt0g3m2dcql	MÉTOPROLOL	Q409468	metoprolol accord 50 mg, comprime	metoprolol
CIS67211976	LOPRESSOR 100 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/INvt9n4ca69991tmbsceogurt0g3m2dcql	MÉTOPROLOL	Q409468	lopressor 100 mg, comprime pellicule secable	metoprolol
CIS68679426	SELOKEN L P 200 mg, comprimé à libération prolongée	http://www.romedi.fr/romedi/INvt9n4ca69991tmbsceogurt0g3m2dcql	MÉTOPROLOL	Q409468	seloken l p 200 mg, comprime a liberation prolongee	metoprolol
CIS69376930	LOPRESSOR L.P. 200 mg, comprimé sécable à libération prolongée	http://www.romedi.fr/romedi/INvt9n4ca69991tmbsceogurt0g3m2dcql	MÉTOPROLOL	Q409468	lopressor l.p. 200 mg, comprime secable a liberation prolongee	metoprolol
CIS66459997	METOPROLOL RANBAXY 100 mg, comprimé sécable	http://www.romedi.fr/romedi/INvt9n4ca69991tmbsceogurt0g3m2dcql	MÉTOPROLOL	Q409468	metoprolol ranbaxy 100 mg, comprime secable	metoprolol
CIS68179830	SELOKEN 100 mg, comprimé sécable	http://www.romedi.fr/romedi/INvt9n4ca69991tmbsceogurt0g3m2dcql	MÉTOPROLOL	Q409468	seloken 100 mg, comprime secable	metoprolol
CIS64354570	SELOZOK L.P. 23,75 mg, comprimé pelliculé sécable à libération prolongée	http://www.romedi.fr/romedi/INvt9n4ca69991tmbsceogurt0g3m2dcql	MÉTOPROLOL	Q409468	selozok l.p. 23,75 mg, comprime pellicule secable a liberation prolongee	metoprolol
CIS65340488	SELOZOK L.P. 95 mg, comprimé pelliculé à libération prolongée	http://www.romedi.fr/romedi/INvt9n4ca69991tmbsceogurt0g3m2dcql	MÉTOPROLOL	Q409468	selozok l.p. 95 mg, comprime pellicule a liberation prolongee	metoprolol
CIS68428420	SELOZOK L.P. 190 mg, comprimé pelliculé à libération prolongée	http://www.romedi.fr/romedi/INvt9n4ca69991tmbsceogurt0g3m2dcql	MÉTOPROLOL	Q409468	selozok l.p. 190 mg, comprime pellicule a liberation prolongee	metoprolol
CIS64930518	METOPROLOL SANDOZ 50 mg, comprimé	http://www.romedi.fr/romedi/INvt9n4ca69991tmbsceogurt0g3m2dcql	MÉTOPROLOL	Q409468	metoprolol sandoz 50 mg, comprime	metoprolol
CIS66721022	METOPROLOL ARROW 100 mg, comprimé sécable	http://www.romedi.fr/romedi/INvt9n4ca69991tmbsceogurt0g3m2dcql	MÉTOPROLOL	Q409468	metoprolol arrow 100 mg, comprime secable	metoprolol
CIS68743715	METOPROLOL ACCORD 100 mg, comprimé sécable	http://www.romedi.fr/romedi/INvt9n4ca69991tmbsceogurt0g3m2dcql	MÉTOPROLOL	Q409468	metoprolol accord 100 mg, comprime secable	metoprolol
CIS62305927	CORDARONE 150 mg/3 ml, solution injectable en ampoule (IV)	http://www.romedi.fr/romedi/INv1r71g70mdq8cs32t12405vuh80itkep	AMIODARONE	Q410061	cordarone 150 mg/3 ml, solution injectable en ampoule (iv)	amiodarone
CIS60441622	AMIODARONE MYLAN 200 mg, comprimé sécable	http://www.romedi.fr/romedi/INv1r71g70mdq8cs32t12405vuh80itkep	AMIODARONE	Q410061	amiodarone mylan 200 mg, comprime secable	amiodarone
CIS60514006	AMIODARONE ARROW 200 mg, comprimé sécable	http://www.romedi.fr/romedi/INv1r71g70mdq8cs32t12405vuh80itkep	AMIODARONE	Q410061	amiodarone arrow 200 mg, comprime secable	amiodarone
CIS60932824	AMIODARONE TEVA 200 mg, comprimé sécable	http://www.romedi.fr/romedi/INv1r71g70mdq8cs32t12405vuh80itkep	AMIODARONE	Q410061	amiodarone teva 200 mg, comprime secable	amiodarone
CIS62603432	AMIODARONE SANDOZ 200 mg, comprimé sécable	http://www.romedi.fr/romedi/INv1r71g70mdq8cs32t12405vuh80itkep	AMIODARONE	Q410061	amiodarone sandoz 200 mg, comprime secable	amiodarone
CIS62703614	AMIODARONE ZENTIVA 200 mg, comprimé sécable	http://www.romedi.fr/romedi/INv1r71g70mdq8cs32t12405vuh80itkep	AMIODARONE	Q410061	amiodarone zentiva 200 mg, comprime secable	amiodarone
